COUNTY,STATE,Year,Death Rate,MME Rate
delta,Michigan,2015,0.0001985224174506,396.5369340006493
dickinson,Michigan,2015,0.0001985224174506,462.3656700552614
emmet,Michigan,2015,0.0001985224174506,503.494879749977
gladwin,Michigan,2015,0.0001985224174506,461.0852321456508
gogebic,Michigan,2015,0.0001985224174506,302.88414133480825
grand traverse,Michigan,2015,0.0001985224174506,470.91298594548
gratiot,Michigan,2015,0.0001985224174506,213.33282255391683
hillsdale,Michigan,2015,0.0001985224174506,205.8519767815796
houghton,Michigan,2015,0.0001985224174506,268.98849391811603
huron,Michigan,2015,0.0001985224174506,298.0906787051411
ionia,Michigan,2015,0.0001985224174506,201.6843093353644
iosco,Michigan,2015,0.0001985224174506,703.3306753996966
iron,Michigan,2015,0.0001985224174506,319.4404958940061
kalkaska,Michigan,2015,0.0001985224174506,480.0882260055479
keweenaw,Michigan,2015,0.0001985224174506,365.824689493758
lake,Michigan,2015,0.0001985224174506,238.7156474282297
lapeer,Michigan,2015,0.0001985224174506,342.22682269358285
leelanau,Michigan,2015,0.0001985224174506,111.85086264423744
luce,Michigan,2015,0.0001985224174506,773.1566150544228
mackinac,Michigan,2015,0.0001985224174506,357.9462482219061
manistee,Michigan,2015,0.0001985224174506,436.1855094691767
mason,Michigan,2015,0.0001985224174506,378.28197645211935
mecosta,Michigan,2015,0.0001985224174506,264.4506030457204
menominee,Michigan,2015,0.0001985224174506,155.0383839330335
midland,Michigan,2015,0.0001985224174506,394.51810848957336
missaukee,Michigan,2015,0.0001985224174506,105.21518672890964
montmorency,Michigan,2015,0.0001985224174506,615.5412165366779
newaygo,Michigan,2015,0.0001985224174506,388.3101731654274
oceana,Michigan,2015,0.0001985224174506,308.4877132517723
ogemaw,Michigan,2015,0.0001985224174506,1044.1622678689428
ontonagon,Michigan,2015,0.0001985224174506,98.57134211327649
osceola,Michigan,2015,0.0001985224174506,254.0583072718027
oscoda,Michigan,2015,0.0001985224174506,468.167474012474
otsego,Michigan,2015,0.0001985224174506,495.7475257153475
presque isle,Michigan,2015,0.0001985224174506,317.6785357169911
roscommon,Michigan,2015,0.0001985224174506,713.3340882821577
saint joseph,Michigan,2015,0.0001985224174506,350.7348174214198
sanilac,Michigan,2015,0.0001985224174506,282.0046791811258
schoolcraft,Michigan,2015,0.0001985224174506,300.2945152970473
shiawassee,Michigan,2015,0.0001985224174506,288.7566581253006
tuscola,Michigan,2015,0.0001985224174506,297.1470574031767
van buren,Michigan,2015,0.0001985224174506,429.7211275943365
wexford,Michigan,2015,0.0001985224174506,624.2356319669401
aitkin,Minnesota,2015,0.0001227223300636,474.2714889808013
becker,Minnesota,2015,0.0001227223300636,178.66169703872438
beltrami,Minnesota,2015,0.0001227223300636,133.89592432104217
benton,Minnesota,2015,0.0001227223300636,182.199435762074
big stone,Minnesota,2015,0.0001227223300636,283.0363970588235
blue earth,Minnesota,2015,0.0001227223300636,190.9904613753477
brown,Minnesota,2015,0.0001227223300636,214.8533130556856
carlton,Minnesota,2015,0.0001227223300636,387.68287823576986
carver,Minnesota,2015,0.0001227223300636,162.2766690959176
cass,Minnesota,2015,0.0001227223300636,114.86240403205964
chippewa,Minnesota,2015,0.0001227223300636,170.12802379784102
chisago,Minnesota,2015,0.0001227223300636,196.42579901876428
clearwater,Minnesota,2015,0.0001227223300636,217.11964103436543
cook,Minnesota,2015,0.0001227223300636,227.1017853672756
cottonwood,Minnesota,2015,0.0001227223300636,182.1586477334465
crow wing,Minnesota,2015,0.0001227223300636,267.13184139598513
dodge,Minnesota,2015,0.0001227223300636,60.69537857142858
douglas,Minnesota,2015,0.0001227223300636,273.3091886653272
faribault,Minnesota,2015,0.0001227223300636,139.9080902224378
fillmore,Minnesota,2015,0.0001227223300636,103.13628186356873
freeborn,Minnesota,2015,0.0001227223300636,144.13440973337617
goodhue,Minnesota,2015,0.0001227223300636,199.6118760189307
grant,Minnesota,2015,0.0001227223300636,132.73803734439835
houston,Minnesota,2015,0.0001227223300636,64.68515961691939
hubbard,Minnesota,2015,0.0001227223300636,260.98773059469784
isanti,Minnesota,2015,0.0001227223300636,344.19601343461346
itasca,Minnesota,2015,0.0001227223300636,318.01282386833094
jackson,Minnesota,2015,0.0001227223300636,41.557173846766965
kanabec,Minnesota,2015,0.0001227223300636,271.0895525250046
kandiyohi,Minnesota,2015,0.0001227223300636,180.64313733436708
kittson,Minnesota,2015,0.0001227223300636,130.45771294066125
koochiching,Minnesota,2015,0.0001227223300636,253.74804404438405
lac qui parle,Minnesota,2015,0.0001227223300636,103.8411689301552
lake,Minnesota,2015,0.0001227223300636,161.84431013065884
lake of the woods,Minnesota,2015,0.0001227223300636,198.0235119047619
le sueur,Minnesota,2015,0.0001227223300636,61.80777759705053
lincoln,Minnesota,2015,0.0001227223300636,133.78027220995415
lyon,Minnesota,2015,0.0001227223300636,127.28070327205458
mcleod,Minnesota,2015,0.0001227223300636,200.7564628929429
mahnomen,Minnesota,2015,0.0001227223300636,124.74749195710456
marshall,Minnesota,2015,0.0001227223300636,67.1061317532058
martin,Minnesota,2015,0.0001227223300636,210.8973822014728
meeker,Minnesota,2015,0.0001227223300636,140.58150542028736
mille lacs,Minnesota,2015,0.0001227223300636,641.5069914762843
morrison,Minnesota,2015,0.0001227223300636,200.8700596668168
mower,Minnesota,2015,0.0001227223300636,274.9732467886189
murray,Minnesota,2015,0.0001227223300636,87.2212770216173
nicollet,Minnesota,2015,0.0001227223300636,73.62015957446808
nobles,Minnesota,2015,0.0001227223300636,101.20023118402938
norman,Minnesota,2015,0.0001227223300636,88.02108255337818
olmsted,Minnesota,2015,0.0001227223300636,219.9684811570565
otter tail,Minnesota,2015,0.0001227223300636,201.5155244259562
pennington,Minnesota,2015,0.0001227223300636,304.8304348213649
pine,Minnesota,2015,0.0001227223300636,232.50925863519512
pipestone,Minnesota,2015,0.0001227223300636,357.8864293529228
polk,Minnesota,2015,0.0001227223300636,220.6097373171195
pope,Minnesota,2015,0.0001227223300636,214.15359067286653
red lake,Minnesota,2015,0.0001227223300636,56.189505494505504
redwood,Minnesota,2015,0.0001227223300636,140.03857293475565
renville,Minnesota,2015,0.0001227223300636,56.92607459813326
rice,Minnesota,2015,0.0001227223300636,177.21978417889906
rock,Minnesota,2015,0.0001227223300636,188.4881609940853
roseau,Minnesota,2015,0.0001227223300636,253.51768827041604
scott,Minnesota,2015,0.0001227223300636,148.5316265099534
sherburne,Minnesota,2015,0.0001227223300636,156.64231449539284
sibley,Minnesota,2015,0.0001227223300636,102.05875320449616
steele,Minnesota,2015,0.0001227223300636,164.25402771318358
stevens,Minnesota,2015,0.0001227223300636,124.9554762758762
swift,Minnesota,2015,0.0001227223300636,148.98585355987055
todd,Minnesota,2015,0.0001227223300636,88.17872744729367
traverse,Minnesota,2015,0.0001227223300636,271.9726222826087
wabasha,Minnesota,2015,0.0001227223300636,127.79943482192544
wadena,Minnesota,2015,0.0001227223300636,460.1158713425129
waseca,Minnesota,2015,0.0001227223300636,121.01141686028092
watonwan,Minnesota,2015,0.0001227223300636,121.45398365110478
wilkin,Minnesota,2015,0.0001227223300636,158.8637815189491
winona,Minnesota,2015,0.0001227223300636,232.96170257762608
wright,Minnesota,2015,0.0001227223300636,219.66996852815072
yellow medicine,Minnesota,2015,0.0001227223300636,112.6111029863645
adams,Mississippi,2015,0.0001486853276243,371.1976441653681
alcorn,Mississippi,2015,0.0001486853276243,615.6739857466908
amite,Mississippi,2015,0.0001486853276243,204.3883206287288
attala,Mississippi,2015,0.0001486853276243,306.0598650883904
benton,Mississippi,2015,0.0001486853276243,187.3577461067853
bolivar,Mississippi,2015,0.0001486853276243,226.65958409762868
calhoun,Mississippi,2015,0.0001486853276243,185.63646257594985
carroll,Mississippi,2015,0.0001486853276243,52.51582854180413
chickasaw,Mississippi,2015,0.0001486853276243,326.86545930985744
choctaw,Mississippi,2015,0.0001486853276243,226.01865361445783
claiborne,Mississippi,2015,0.0001486853276243,86.08155096153847
clarke,Mississippi,2015,0.0001486853276243,483.6113057450957
clay,Mississippi,2015,0.0001486853276243,322.211824676273
coahoma,Mississippi,2015,0.0001486853276243,284.7248431648197
copiah,Mississippi,2015,0.0001486853276243,391.38258917700114
covington,Mississippi,2015,0.0001486853276243,514.9225132090132
forrest,Mississippi,2015,0.0001486853276243,731.2930424431161
franklin,Mississippi,2015,0.0001486853276243,408.6298512882041
george,Mississippi,2015,0.0001486853276243,676.7108425893407
greene,Mississippi,2015,0.0001486853276243,218.3815816852081
grenada,Mississippi,2015,0.0001486853276243,417.49446901106086
hancock,Mississippi,2015,0.0001486853276243,403.5548488397548
holmes,Mississippi,2015,0.0001486853276243,154.44072578066718
humphreys,Mississippi,2015,0.0001486853276243,85.3593642229693
issaquena,Mississippi,2015,0.0001486853276243,340.49785283552427
itawamba,Mississippi,2015,0.0001486853276243,402.5103845990034
jasper,Mississippi,2015,0.0001486853276243,197.8549994004437
jefferson,Mississippi,2015,0.0001486853276243,80.87408402958499
jefferson davis,Mississippi,2015,0.0001486853276243,439.05726074981504
jones,Mississippi,2015,0.0001486853276243,660.2697125514916
kemper,Mississippi,2015,0.0001486853276243,123.65733970083842
lafayette,Mississippi,2015,0.0001486853276243,154.69462808010715
lauderdale,Mississippi,2015,0.0001486853276243,634.0624547947125
lawrence,Mississippi,2015,0.0001486853276243,435.1456019729023
leake,Mississippi,2015,0.0001486853276243,285.5681711020202
lee,Mississippi,2015,0.0001486853276243,365.8841447971864
leflore,Mississippi,2015,0.0001486853276243,320.0857649478564
lincoln,Mississippi,2015,0.0001486853276243,509.55913362733344
lowndes,Mississippi,2015,0.0001486853276243,367.4406868496697
madison,Mississippi,2015,0.0001486853276243,263.35370130285605
marion,Mississippi,2015,0.0001486853276243,823.264991831985
marshall,Mississippi,2015,0.0001486853276243,134.87380614800455
monroe,Mississippi,2015,0.0001486853276243,230.35049409208207
montgomery,Mississippi,2015,0.0001486853276243,263.2898048090523
neshoba,Mississippi,2015,0.0001486853276243,452.1097624594814
newton,Mississippi,2015,0.0001486853276243,230.26610671288705
noxubee,Mississippi,2015,0.0001486853276243,180.05180582438854
oktibbeha,Mississippi,2015,0.0001486853276243,181.25842385696092
panola,Mississippi,2015,0.0001486853276243,247.505947330238
perry,Mississippi,2015,0.0001486853276243,365.4372572318282
pike,Mississippi,2015,0.0001486853276243,623.1758830666106
pontotoc,Mississippi,2015,0.0001486853276243,254.80776214454977
prentiss,Mississippi,2015,0.0001486853276243,340.89287167479927
quitman,Mississippi,2015,0.0001486853276243,93.6303201566052
scott,Mississippi,2015,0.0001486853276243,263.3967876793613
sharkey,Mississippi,2015,0.0001486853276243,332.979727176781
simpson,Mississippi,2015,0.0001486853276243,359.09292887718146
smith,Mississippi,2015,0.0001486853276243,160.20888706074146
stone,Mississippi,2015,0.0001486853276243,950.7919952765352
sunflower,Mississippi,2015,0.0001486853276243,132.3220888857665
tallahatchie,Mississippi,2015,0.0001486853276243,72.45010527635043
tate,Mississippi,2015,0.0001486853276243,500.233625551572
tippah,Mississippi,2015,0.0001486853276243,383.1270569065493
tishomingo,Mississippi,2015,0.0001486853276243,727.2890749200548
tunica,Mississippi,2015,0.0001486853276243,127.04716868029742
union,Mississippi,2015,0.0001486853276243,326.10839407158016
walthall,Mississippi,2015,0.0001486853276243,234.3313981812277
warren,Mississippi,2015,0.0001486853276243,318.37527682363225
washington,Mississippi,2015,0.0001486853276243,263.31314731056307
wayne,Mississippi,2015,0.0001486853276243,489.7195950625668
webster,Mississippi,2015,0.0001486853276243,290.73730234260614
wilkinson,Mississippi,2015,0.0001486853276243,425.1824074074074
winston,Mississippi,2015,0.0001486853276243,223.96966483446857
yalobusha,Mississippi,2015,0.0001486853276243,143.79697440510262
yazoo,Mississippi,2015,0.0001486853276243,178.5781924524283
adair,Missouri,2015,0.0001998107569456,519.2287849190989
andrew,Missouri,2015,0.0001998107569456,172.8696205460435
atchison,Missouri,2015,0.0001998107569456,265.1571886947024
audrain,Missouri,2015,0.0001998107569456,234.53932163890948
barry,Missouri,2015,0.0001998107569456,823.8980855982462
barton,Missouri,2015,0.0001998107569456,559.1395190514795
bates,Missouri,2015,0.0001998107569456,822.2495207330705
benton,Missouri,2015,0.0001998107569456,629.2621970976667
bollinger,Missouri,2015,0.0001998107569456,324.09123600000004
buchanan,Missouri,2015,0.0001998107569456,651.4691702491583
butler,Missouri,2015,0.0001998107569456,591.0467138136823
caldwell,Missouri,2015,0.0001998107569456,141.3107745108637
callaway,Missouri,2015,0.0001998107569456,153.73672365184484
camden,Missouri,2015,0.0001998107569456,504.5878012861737
cape girardeau,Missouri,2015,0.0001998107569456,605.8329204576694
carroll,Missouri,2015,0.0001998107569456,369.7270509762824
carter,Missouri,2015,0.0001998107569456,100.09319100856328
cedar,Missouri,2015,0.0001998107569456,517.7586888061838
chariton,Missouri,2015,0.0001998107569456,90.75418880393936
christian,Missouri,2015,0.0001998107569456,489.077749272926
clark,Missouri,2015,0.0001998107569456,235.1636350656768
clinton,Missouri,2015,0.0001998107569456,438.27279032415066
cole,Missouri,2015,0.0001998107569456,312.2200542192388
cooper,Missouri,2015,0.0001998107569456,156.51980904364714
crawford,Missouri,2015,0.0001998107569456,399.51002261938
dade,Missouri,2015,0.0001998107569456,338.5792953852021
dallas,Missouri,2015,0.0001998107569456,321.87281038676
daviess,Missouri,2015,0.0001998107569456,96.58494012867868
dekalb,Missouri,2015,0.0001998107569456,38.9241713816041
dent,Missouri,2015,0.0001998107569456,676.9564694213828
douglas,Missouri,2015,0.0001998107569456,315.06791282906664
dunklin,Missouri,2015,0.0001998107569456,712.0303944871356
gasconade,Missouri,2015,0.0001998107569456,407.5520146562043
gentry,Missouri,2015,0.0001998107569456,267.1641141141141
grundy,Missouri,2015,0.0001998107569456,457.0269345382304
harrison,Missouri,2015,0.0001998107569456,587.7606484804306
henry,Missouri,2015,0.0001998107569456,729.198305673919
hickory,Missouri,2015,0.0001998107569456,283.82334847233693
holt,Missouri,2015,0.0001998107569456,109.63067799284664
howard,Missouri,2015,0.0001998107569456,149.2457551982122
howell,Missouri,2015,0.0001998107569456,825.8595451612115
iron,Missouri,2015,0.0001998107569456,496.1838791023843
jasper,Missouri,2015,0.0001998107569456,584.2671018744309
johnson,Missouri,2015,0.0001998107569456,245.92286536952625
knox,Missouri,2015,0.0001998107569456,109.85424042192048
laclede,Missouri,2015,0.0001998107569456,469.925017509071
lafayette,Missouri,2015,0.0001998107569456,282.333189797566
lawrence,Missouri,2015,0.0001998107569456,352.19610455246914
lewis,Missouri,2015,0.0001998107569456,279.8610054030374
linn,Missouri,2015,0.0001998107569456,489.2329066300978
livingston,Missouri,2015,0.0001998107569456,593.932689848643
mcdonald,Missouri,2015,0.0001998107569456,425.0850298363517
macon,Missouri,2015,0.0001998107569456,304.91208097322345
madison,Missouri,2015,0.0001998107569456,565.8043580754352
maries,Missouri,2015,0.0001998107569456,322.39244572551587
marion,Missouri,2015,0.0001998107569456,415.77320271281576
mercer,Missouri,2015,0.0001998107569456,320.4824611901681
miller,Missouri,2015,0.0001998107569456,214.98026748019785
mississippi,Missouri,2015,0.0001998107569456,595.2071409989594
moniteau,Missouri,2015,0.0001998107569456,129.464744842907
monroe,Missouri,2015,0.0001998107569456,193.8603202938162
montgomery,Missouri,2015,0.0001998107569456,372.71010664378525
morgan,Missouri,2015,0.0001998107569456,322.73078359494167
new madrid,Missouri,2015,0.0001998107569456,278.56858037633003
newton,Missouri,2015,0.0001998107569456,268.0929951215808
nodaway,Missouri,2015,0.0001998107569456,212.24851119214236
oregon,Missouri,2015,0.0001998107569456,367.9781647568348
osage,Missouri,2015,0.0001998107569456,59.34976930756615
ozark,Missouri,2015,0.0001998107569456,365.5536977137585
pemiscot,Missouri,2015,0.0001998107569456,609.355484403367
perry,Missouri,2015,0.0001998107569456,242.2350758685741
pettis,Missouri,2015,0.0001998107569456,264.65269538980334
phelps,Missouri,2015,0.0001998107569456,856.8817703565305
pike,Missouri,2015,0.0001998107569456,303.29757973624965
polk,Missouri,2015,0.0001998107569456,570.0153053129595
pulaski,Missouri,2015,0.0001998107569456,390.17089021442496
putnam,Missouri,2015,0.0001998107569456,256.0258762732175
ralls,Missouri,2015,0.0001998107569456,399.6131157593248
randolph,Missouri,2015,0.0001998107569456,504.5328922264837
ray,Missouri,2015,0.0001998107569456,633.6548004584013
reynolds,Missouri,2015,0.0001998107569456,188.2232229849424
ripley,Missouri,2015,0.0001998107569456,536.2128739991572
saint clair,Missouri,2015,0.0001998107569456,345.09460493827163
ste. genevieve,Missouri,2015,0.0001998107569456,399.6131157593248
saline,Missouri,2015,0.0001998107569456,355.7976995501285
schuyler,Missouri,2015,0.0001998107569456,399.6131157593248
scotland,Missouri,2015,0.0001998107569456,428.3845366556837
scott,Missouri,2015,0.0001998107569456,658.5851123014743
shannon,Missouri,2015,0.0001998107569456,144.5445012483652
shelby,Missouri,2015,0.0001998107569456,203.389638631276
stoddard,Missouri,2015,0.0001998107569456,498.1593459813085
stone,Missouri,2015,0.0001998107569456,577.9778411843708
sullivan,Missouri,2015,0.0001998107569456,403.0068186646434
taney,Missouri,2015,0.0001998107569456,653.7617941042661
texas,Missouri,2015,0.0001998107569456,350.30334954233416
vernon,Missouri,2015,0.0001998107569456,388.4390857716472
warren,Missouri,2015,0.0001998107569456,241.14929154789223
washington,Missouri,2015,0.0001998107569456,712.7128035946553
wayne,Missouri,2015,0.0001998107569456,261.5283041284404
worth,Missouri,2015,0.0001998107569456,306.0534422809458
wright,Missouri,2015,0.0001998107569456,656.3683568329718
beaverhead,Montana,2015,0.0001092252691537,233.9232481180496
big horn,Montana,2015,0.0001092252691537,226.2810729215049
blaine,Montana,2015,0.0001092252691537,111.6140438475666
broadwater,Montana,2015,0.0001092252691537,273.0531860838688
carbon,Montana,2015,0.0001092252691537,160.79440915805023
carter,Montana,2015,0.0001092252691537,306.63554915173523
cascade,Montana,2015,0.0001092252691537,529.3631997192444
chouteau,Montana,2015,0.0001092252691537,155.80713574510457
custer,Montana,2015,0.0001092252691537,764.4457194968553
daniels,Montana,2015,0.0001092252691537,271.5302023536166
dawson,Montana,2015,0.0001092252691537,613.2853627631865
deer lodge,Montana,2015,0.0001092252691537,375.24086032926186
fallon,Montana,2015,0.0001092252691537,335.9739238833181
fergus,Montana,2015,0.0001092252691537,363.0835219908407
gallatin,Montana,2015,0.0001092252691537,196.12994585314524
garfield,Montana,2015,0.0001092252691537,306.63554915173523
glacier,Montana,2015,0.0001092252691537,252.9970781633108
golden valley,Montana,2015,0.0001092252691537,306.63554915173523
granite,Montana,2015,0.0001092252691537,78.5264852661597
hill,Montana,2015,0.0001092252691537,283.9721693260315
jefferson,Montana,2015,0.0001092252691537,95.09269707453797
judith basin,Montana,2015,0.0001092252691537,306.63554915173523
lake,Montana,2015,0.0001092252691537,342.35986043751933
lewis and clark,Montana,2015,0.0001092252691537,305.01472190370083
liberty,Montana,2015,0.0001092252691537,83.63834695097648
lincoln,Montana,2015,0.0001092252691537,696.336315431508
mccone,Montana,2015,0.0001092252691537,306.63554915173523
madison,Montana,2015,0.0001092252691537,140.30290298794563
meagher,Montana,2015,0.0001092252691537,184.7376448893572
mineral,Montana,2015,0.0001092252691537,276.26563718662953
musselshell,Montana,2015,0.0001092252691537,316.8843581658829
park,Montana,2015,0.0001092252691537,382.96921761864894
petroleum,Montana,2015,0.0001092252691537,306.63554915173523
phillips,Montana,2015,0.0001092252691537,290.321728424015
pondera,Montana,2015,0.0001092252691537,385.0737218559022
powder river,Montana,2015,0.0001092252691537,66.59089182227946
powell,Montana,2015,0.0001092252691537,372.3928697680996
prairie,Montana,2015,0.0001092252691537,306.63554915173523
ravalli,Montana,2015,0.0001092252691537,370.6809894954549
richland,Montana,2015,0.0001092252691537,237.4279614940871
roosevelt,Montana,2015,0.0001092252691537,311.625860204945
rosebud,Montana,2015,0.0001092252691537,225.70088090285225
sanders,Montana,2015,0.0001092252691537,397.7082800345572
sheridan,Montana,2015,0.0001092252691537,158.1045996592845
silver bow,Montana,2015,0.0001092252691537,516.7084013307986
stillwater,Montana,2015,0.0001092252691537,261.6375283691775
sweet grass,Montana,2015,0.0001092252691537,228.40320477628327
teton,Montana,2015,0.0001092252691537,441.6877014531044
toole,Montana,2015,0.0001092252691537,185.50618776330907
treasure,Montana,2015,0.0001092252691537,306.63554915173523
valley,Montana,2015,0.0001092252691537,575.0866540371048
wheatland,Montana,2015,0.0001092252691537,129.74098690257352
wibaux,Montana,2015,0.0001092252691537,306.63554915173523
adams,Nebraska,2015,6.591273471698704e-05,210.6460027406635
antelope,Nebraska,2015,6.591273471698704e-05,48.88425192394749
arthur,Nebraska,2015,6.591273471698704e-05,188.6925003152082
banner,Nebraska,2015,6.591273471698704e-05,188.6925003152082
blaine,Nebraska,2015,6.591273471698704e-05,188.6925003152082
boone,Nebraska,2015,6.591273471698704e-05,171.09098575367645
box butte,Nebraska,2015,6.591273471698704e-05,206.90054529534763
boyd,Nebraska,2015,6.591273471698704e-05,115.12624744114636
brown,Nebraska,2015,6.591273471698704e-05,82.20258338528679
buffalo,Nebraska,2015,6.591273471698704e-05,150.40704391240502
burt,Nebraska,2015,6.591273471698704e-05,98.12925400237178
butler,Nebraska,2015,6.591273471698704e-05,85.10266544117647
cass,Nebraska,2015,6.591273471698704e-05,114.62290424174772
cedar,Nebraska,2015,6.591273471698704e-05,67.40269087837838
chase,Nebraska,2015,6.591273471698704e-05,265.23738001476744
cherry,Nebraska,2015,6.591273471698704e-05,335.8253916449086
cheyenne,Nebraska,2015,6.591273471698704e-05,229.0166901512904
clay,Nebraska,2015,6.591273471698704e-05,57.05607498087222
colfax,Nebraska,2015,6.591273471698704e-05,27.082191392978483
cuming,Nebraska,2015,6.591273471698704e-05,67.47028379716204
custer,Nebraska,2015,6.591273471698704e-05,174.90549290624142
dakota,Nebraska,2015,6.591273471698704e-05,164.37804639076953
dawes,Nebraska,2015,6.591273471698704e-05,202.0358353900633
dawson,Nebraska,2015,6.591273471698704e-05,138.54698910421692
deuel,Nebraska,2015,6.591273471698704e-05,141.51193778110942
dixon,Nebraska,2015,6.591273471698704e-05,13.522997448979591
dodge,Nebraska,2015,6.591273471698704e-05,327.0828628111751
dundy,Nebraska,2015,6.591273471698704e-05,546.12410938284
fillmore,Nebraska,2015,6.591273471698704e-05,215.27542064917128
franklin,Nebraska,2015,6.591273471698704e-05,303.2018888541992
frontier,Nebraska,2015,6.591273471698704e-05,188.6925003152082
furnas,Nebraska,2015,6.591273471698704e-05,314.5099164331465
gage,Nebraska,2015,6.591273471698704e-05,196.93423691948337
garden,Nebraska,2015,6.591273471698704e-05,244.06932607632092
garfield,Nebraska,2015,6.591273471698704e-05,261.3704216073781
gosper,Nebraska,2015,6.591273471698704e-05,188.6925003152082
grant,Nebraska,2015,6.591273471698704e-05,188.6925003152082
greeley,Nebraska,2015,6.591273471698704e-05,11.991816056118472
hall,Nebraska,2015,6.591273471698704e-05,200.6025655380148
hamilton,Nebraska,2015,6.591273471698704e-05,106.84284523941784
harlan,Nebraska,2015,6.591273471698704e-05,169.22353990678707
hayes,Nebraska,2015,6.591273471698704e-05,188.6925003152082
hitchcock,Nebraska,2015,6.591273471698704e-05,188.6925003152082
holt,Nebraska,2015,6.591273471698704e-05,181.73032091690544
hooker,Nebraska,2015,6.591273471698704e-05,188.6925003152082
howard,Nebraska,2015,6.591273471698704e-05,170.37106285028025
jefferson,Nebraska,2015,6.591273471698704e-05,185.13328505506036
johnson,Nebraska,2015,6.591273471698704e-05,188.86395373420143
kearney,Nebraska,2015,6.591273471698704e-05,115.54249154626498
keith,Nebraska,2015,6.591273471698704e-05,344.26770061180423
keya paha,Nebraska,2015,6.591273471698704e-05,188.6925003152082
kimball,Nebraska,2015,6.591273471698704e-05,222.27887323943665
knox,Nebraska,2015,6.591273471698704e-05,166.5176791927627
lincoln,Nebraska,2015,6.591273471698704e-05,295.03792458224723
logan,Nebraska,2015,6.591273471698704e-05,188.6925003152082
loup,Nebraska,2015,6.591273471698704e-05,188.6925003152082
mcpherson,Nebraska,2015,6.591273471698704e-05,188.6925003152082
madison,Nebraska,2015,6.591273471698704e-05,184.6451837719424
merrick,Nebraska,2015,6.591273471698704e-05,148.16213589809243
morrill,Nebraska,2015,6.591273471698704e-05,171.35000756200847
nance,Nebraska,2015,6.591273471698704e-05,129.12338645943098
nemaha,Nebraska,2015,6.591273471698704e-05,328.8568953488372
nuckolls,Nebraska,2015,6.591273471698704e-05,387.0413135104957
otoe,Nebraska,2015,6.591273471698704e-05,232.5114840782477
pawnee,Nebraska,2015,6.591273471698704e-05,200.72889833574533
perkins,Nebraska,2015,6.591273471698704e-05,134.90814336372847
phelps,Nebraska,2015,6.591273471698704e-05,264.11588518317205
pierce,Nebraska,2015,6.591273471698704e-05,63.54647169025812
platte,Nebraska,2015,6.591273471698704e-05,148.79469661095635
polk,Nebraska,2015,6.591273471698704e-05,38.75810492801772
red willow,Nebraska,2015,6.591273471698704e-05,312.2238851169065
richardson,Nebraska,2015,6.591273471698704e-05,293.16082181861634
rock,Nebraska,2015,6.591273471698704e-05,245.3184050064185
saline,Nebraska,2015,6.591273471698704e-05,175.7822845734401
sarpy,Nebraska,2015,6.591273471698704e-05,211.20414538282907
saunders,Nebraska,2015,6.591273471698704e-05,123.42272410071944
scotts bluff,Nebraska,2015,6.591273471698704e-05,309.2140649971558
seward,Nebraska,2015,6.591273471698704e-05,160.04593428333433
sheridan,Nebraska,2015,6.591273471698704e-05,98.2093160486995
sherman,Nebraska,2015,6.591273471698704e-05,62.70799373040752
sioux,Nebraska,2015,6.591273471698704e-05,188.6925003152082
stanton,Nebraska,2015,6.591273471698704e-05,188.6925003152082
thayer,Nebraska,2015,6.591273471698704e-05,158.29223882035467
thomas,Nebraska,2015,6.591273471698704e-05,188.6925003152082
thurston,Nebraska,2015,6.591273471698704e-05,82.44161636979244
valley,Nebraska,2015,6.591273471698704e-05,609.1711411804923
washington,Nebraska,2015,6.591273471698704e-05,134.9020753323486
wayne,Nebraska,2015,6.591273471698704e-05,76.35482287765295
webster,Nebraska,2015,6.591273471698704e-05,258.1271762166405
wheeler,Nebraska,2015,6.591273471698704e-05,188.6925003152082
york,Nebraska,2015,6.591273471698704e-05,246.87302635299315
churchill,Nevada,2015,0.0002930944912265,526.2385343978655
douglas,Nevada,2015,0.0002930944912265,542.7342018420001
elko,Nevada,2015,0.0002930944912265,351.9732032216855
esmeralda,Nevada,2015,0.0002930944912265,564.6755955824683
eureka,Nevada,2015,0.0002930944912265,564.6755955824683
humboldt,Nevada,2015,0.0002930944912265,485.1769796160537
lander,Nevada,2015,0.0002930944912265,293.1874581799933
lincoln,Nevada,2015,0.0002930944912265,491.3929977457169
lyon,Nevada,2015,0.0002930944912265,595.6205433877639
mineral,Nevada,2015,0.0002930944912265,884.2081736943494
pershing,Nevada,2015,0.0002930944912265,161.83484177084867
storey,Nevada,2015,0.0002930944912265,564.6755955824683
white pine,Nevada,2015,0.0002930944912265,863.8831985548287
cheshire,New Hampshire,2015,0.0002774940209069,284.37388710034384
sullivan,New Hampshire,2015,0.0002774940209069,319.07411207259577
catron,New Mexico,2015,0.0002383383285854,357.57156897344936
cibola,New Mexico,2015,0.0002383383285854,227.96040474624576
colfax,New Mexico,2015,0.0002383383285854,315.8633945223488
curry,New Mexico,2015,0.0002383383285854,371.3730961267821
de baca,New Mexico,2015,0.0002383383285854,290.0091386070111
grant,New Mexico,2015,0.0002383383285854,564.6749573662299
guadalupe,New Mexico,2015,0.0002383383285854,133.8097782599492
harding,New Mexico,2015,0.0002383383285854,357.57156897344936
hidalgo,New Mexico,2015,0.0002383383285854,357.57156897344936
lea,New Mexico,2015,0.0002383383285854,296.750294570104
