COUNTY,STATE,Year,Death Rate,MME Rate
acadia,Louisiana,2003,0.0001857825668395,
ada,Idaho,2003,5.22302308576204e-05,
adams,Colorado,2003,0.0001101292707868,
aiken,South Carolina,2003,6.807212922813013e-05,
alachua,Florida,2003,4.961279468872482e-05,
alameda,California,2003,8.50043427621887e-05,
allegany,Maryland,2003,0.0002031694433157,
allegheny,Pennsylvania,2003,0.000156451520677,
anderson,South Carolina,2003,6.98421567257997e-05,
anderson,Tennessee,2003,0.0001389467833819,
anne arundel,Maryland,2003,8.115517463208004e-05,
anoka,Minnesota,2003,3.498694350880876e-05,
arapahoe,Colorado,2003,8.717399347938529e-05,
ascension,Louisiana,2003,0.0001302592158395,
atlantic,New Jersey,2003,0.0001288596301728,
baldwin,Alabama,2003,6.59743755525354e-05,
baltimore,Maryland,2003,0.0002025409210064,
baltimore city,Maryland,2003,0.0004243716811958,
barnstable,Massachusetts,2003,9.167703490275686e-05,
bay,Florida,2003,0.000135581839781,
beaver,Pennsylvania,2003,0.0001117224813563,
bedford,Pennsylvania,2003,0.0002198461077245,
bell,Kentucky,2003,0.0005019072475406,
benton,Washington,2003,6.498908183425184e-05,
bergen,New Jersey,2003,6.120420951425e-05,
berkeley,West Virginia,2003,0.0001989723662496,
berks,Pennsylvania,2003,6.982590075411973e-05,
bernalillo,New Mexico,2003,0.0002472268529566,
bexar,Texas,2003,0.0001111017201,
bibb,Georgia,2003,8.407654846366276e-05,
blair,Pennsylvania,2003,0.0001647472306775,
blount,Tennessee,2003,0.0001255368943965,
boone,Kentucky,2003,0.0001132141497102,
boone,Missouri,2003,7.849853707271819e-05,
bossier,Louisiana,2003,0.0001564807479779,
boulder,Colorado,2003,7.208064382431064e-05,
brazoria,Texas,2003,4.931321859791139e-05,
brevard,Florida,2003,0.000191792089466,
bristol,Massachusetts,2003,0.000201078512019,
bronx,New York,2003,0.0001406923234751,
broward,Florida,2003,0.0001330313329276,
brunswick,North Carolina,2003,0.000122538507726,
bucks,Pennsylvania,2003,0.0001125395111544,
buncombe,North Carolina,2003,0.0001031759431219,
burke,North Carolina,2003,0.0001117143687021,
burlington,New Jersey,2003,5.843471381598909e-05,
butler,Ohio,2003,0.0001195694333867,
butler,Pennsylvania,2003,7.231904939391074e-05,
butte,California,2003,0.0001894378904196,
cabell,West Virginia,2003,0.0001997686888865,
caddo,Louisiana,2003,8.784749674564955e-05,
calcasieu,Louisiana,2003,0.0001357227780824,
calhoun,Michigan,2003,0.0001079913606911,
cambria,Pennsylvania,2003,0.0001336987766561,
camden,New Jersey,2003,9.536803302458744e-05,
campbell,Kentucky,2003,0.000148094142307,
carroll,Maryland,2003,0.0001409201472921,
catawba,North Carolina,2003,0.0001153285166717,
cecil,Maryland,2003,0.0001398586351948,
charleston,South Carolina,2003,4.9826696521162334e-05,
chaves,New Mexico,2003,0.0002931930350365,
cherokee,Georgia,2003,7.78690243011255e-05,
chesapeake city,Virginia,2003,6.668413155826526e-05,
chester,Pennsylvania,2003,3.493015061444318e-05,
chesterfield,Virginia,2003,4.337987029418782e-05,
citrus,Florida,2003,0.0001263044885457,
clackamas,Oregon,2003,7.835455435847208e-05,
clark,Indiana,2003,0.0002010292698616,
clark,Nevada,2003,0.0001567869715739,
clark,Ohio,2003,7.701678966014592e-05,
clark,Washington,2003,0.0001052673131834,
clay,Florida,2003,0.0001019140736966,
clay,Missouri,2003,0.000102919306118,
clayton,Georgia,2003,6.929980249556288e-05,
clermont,Ohio,2003,5.923404988583983e-05,
cleveland,North Carolina,2003,0.0001221523239479,
cleveland,Oklahoma,2003,6.85429147189055e-05,
cobb,Georgia,2003,5.261528938409161e-05,
cochise,Arizona,2003,9.035946638627852e-05,
coconino,Arizona,2003,9.078004819595288e-05,
collier,Florida,2003,0.0001013543031891,
collin,Texas,2003,4.352870466945809e-05,
comal,Texas,2003,0.0001139250600954,
contra costa,California,2003,6.400448031362196e-05,
cook,Illinois,2003,8.489767586067356e-05,
cumberland,Maine,2003,9.55253711711778e-05,
cumberland,North Carolina,2003,4.230352453441717e-05,
cumberland,New Jersey,2003,9.364548494983278e-05,
cuyahoga,Ohio,2003,7.269080050193364e-05,
dallas,Texas,2003,8.721376136737154e-05,
dane,Wisconsin,2003,5.360804478058674e-05,
dauphin,Pennsylvania,2003,3.9477164434233016e-05,
davidson,North Carolina,2003,0.0001182701026321,
davidson,Tennessee,2003,0.0001262856581587,
davis,Utah,2003,8.225359174017265e-05,
dekalb,Georgia,2003,5.787913056641408e-05,
delaware,Indiana,2003,0.0001519872330724,
delaware,Pennsylvania,2003,0.0001352750412137,
denton,Texas,2003,3.5251539317216854e-05,
denver,Colorado,2003,0.0001924325451991,
district of columbia,District of Columbia,2003,0.0001900936121372,
dona ana,New Mexico,2003,0.0001040805035305,
douglas,Oregon,2003,9.777942916369254e-05,
dupage,Illinois,2003,5.193720359275606e-05,
durham,North Carolina,2003,5.932555321078369e-05,
duval,Florida,2003,0.0001563421356828,
easaint baton rouge,Louisiana,2003,5.348737697903295e-05,
ector,Texas,2003,0.0001219175187346,
el dorado,California,2003,5.910200414896069e-05,
el paso,Colorado,2003,9.674781313433709e-05,
el paso,Texas,2003,7.400986893136866e-05,
erie,Pennsylvania,2003,5.653051057650521e-05,
escambia,Florida,2003,9.089837897890822e-05,
essex,Massachusetts,2003,0.0001340958284006,
essex,New Jersey,2003,0.0001354335566733,
fairfax,Virginia,2003,2.8090056721850253e-05,
fairfield,Connecticut,2003,7.113616684987935e-05,
fayette,Kentucky,2003,0.0001130041397183,
fayette,Pennsylvania,2003,0.0001299278558484,
floyd,Kentucky,2003,0.0002602072195675,
forsyth,North Carolina,2003,6.300601707463062e-05,
fort bend,Texas,2003,2.619078798557126e-05,
franklin,Ohio,2003,6.810308967152224e-05,
frederick,Maryland,2003,4.6811438843195726e-05,
fresno,California,2003,9.87480162228884e-05,
fulton,Georgia,2003,9.192697321248e-05,
galveston,Texas,2003,0.0001012217844275,
gaston,North Carolina,2003,0.0001499731082702,
genesee,Michigan,2003,7.680213961725428e-05,
gloucester,New Jersey,2003,9.352017417197238e-05,
greene,Missouri,2003,0.0001629181906305,
greene,Ohio,2003,9.944443707818984e-05,
greenville,South Carolina,2003,8.081787691437345e-05,
guilford,North Carolina,2003,6.676520289714936e-05,
gwinnett,Georgia,2003,3.1167720927195174e-05,
hamilton,Ohio,2003,8.874193117029942e-05,
hamilton,Tennessee,2003,9.040773890245004e-05,
hampden,Massachusetts,2003,0.0001083238188912,
hampshire,Massachusetts,2003,6.50605388313826e-05,
hancock,Mississippi,2003,0.0002432498175626,
harford,Maryland,2003,0.0001594621385165,
harlan,Kentucky,2003,0.000403839582492,
harris,Texas,2003,9.379330460530692e-05,
harrison,Mississippi,2003,0.0001525087692542,
hartford,Connecticut,2003,0.000103092665415,
hawaii,Hawaii,2003,6.929788641446436e-05,
henderson,North Carolina,2003,0.0001386341338565,
hennepin,Minnesota,2003,7.318599148721968e-05,
henrico,Virginia,2003,8.099908691938381e-05,
hernando,Florida,2003,0.0001045194197081,
highlands,Florida,2003,0.0001098273514035,
hillsborough,Florida,2003,0.000128557454935,
hillsborough,New Hampshire,2003,5.820854349570143e-05,
honolulu,Hawaii,2003,6.940106877645916e-05,
horry,South Carolina,2003,0.0001706072195288,
howard,Maryland,2003,6.440662554745632e-05,
hudson,New Jersey,2003,7.736268945628843e-05,
humboldt,California,2003,0.0002970885323826,
indian river,Florida,2003,8.316284949187498e-05,
ingham,Michigan,2003,5.001446847123632e-05,
iredell,North Carolina,2003,8.997053464990216e-05,
jackson,Missouri,2003,7.279488373292163e-05,
jackson,Mississippi,2003,0.0001720243526648,
jackson,Oregon,2003,8.93016610108948e-05,
jefferson,Alabama,2003,0.0001046737591987,
jefferson,Colorado,2003,9.462438848988938e-05,
jefferson,Kentucky,2003,0.0001260033734539,
jefferson,Missouri,2003,6.274736943720437e-05,
jefferson,Ohio,2003,0.0001532673819144,
jefferson,Texas,2003,6.432367674136253e-05,
jefferson,Louisiana,2003,0.000190180915124,
johnson,Kansas,2003,5.750159669612254e-05,
kalamazoo,Michigan,2003,4.551454189613582e-05,
kanawha,West Virginia,2003,0.0001378796157754,
kent,Delaware,2003,7.429641296918185e-05,
kent,Michigan,2003,5.248623929323046e-05,
kent,Rhode Island,2003,0.0001282484755919,
kenton,Kentucky,2003,0.0002033800451372,
kern,California,2003,0.000154181471592,
king,Washington,2003,0.0001161637625726,
kings,New York,2003,0.0001002752939395,
kitsap,Washington,2003,9.593246354566384e-05,
knox,Tennessee,2003,0.000186552113585,
lackawanna,Pennsylvania,2003,0.0001331019893993,
lafayette,Louisiana,2003,0.0001236558862778,
lake,Florida,2003,6.886940739900504e-05,
lake,Illinois,2003,5.423931558779293e-05,
lake,Indiana,2003,5.941344587742391e-05,
lancaster,Pennsylvania,2003,5.174922738403516e-05,
lane,Oregon,2003,5.451687448701135e-05,
larimer,Colorado,2003,8.62686555967728e-05,
lawrence,Pennsylvania,2003,0.0001069164234318,
lee,Florida,2003,0.0001563486697164,
lehigh,Pennsylvania,2003,0.0001025778114868,
leon,Florida,2003,4.54359580171748e-05,
lexington,South Carolina,2003,5.286855994854127e-05,
licking,Ohio,2003,7.29293049837235e-05,
litchfield,Connecticut,2003,6.384303126712457e-05,
livingston,Louisiana,2003,0.0002252781695658,
lorain,Ohio,2003,4.456740477145492e-05,
los angeles,California,2003,8.742054820999835e-05,
lubbock,Texas,2003,5.599641622936132e-05,
lucas,Ohio,2003,4.192011790584742e-05,
luzerne,Pennsylvania,2003,0.0001463951778701,
macomb,Michigan,2003,0.000129971725019,
madera,California,2003,0.0001047151747247,
madison,Illinois,2003,4.939266025068675e-05,
madison,Indiana,2003,0.0001601366499412,
madison,Kentucky,2003,0.0001609657947686,
mahoning,Ohio,2003,5.5664454667265725e-05,
manatee,Florida,2003,0.0001460519040647,
maricopa,Arizona,2003,0.0001224633849233,
marin,California,2003,7.703691690149411e-05,
marion,Florida,2003,0.000152942180742,
marion,Indiana,2003,8.566192940762461e-05,
marion,Oregon,2003,7.703747370677528e-05,
martin,Florida,2003,0.0001111119341624,
mchenry,Illinois,2003,4.502788265041045e-05,
mclean,Illinois,2003,6.374989640641833e-05,
mecklenburg,North Carolina,2003,5.046152375210643e-05,
mendocino,California,2003,0.0001695375016953,
merced,California,2003,7.778838965068691e-05,
mercer,New Jersey,2003,4.152927398523219e-05,
mercer,Pennsylvania,2003,0.0001083956608383,
mercer,West Virginia,2003,0.0001770367270737,
merrimack,New Hampshire,2003,9.726072125772008e-05,
miami-dade,Florida,2003,4.751427568553255e-05,
middlesex,Massachusetts,2003,0.0001097806364685,
middlesex,New Jersey,2003,7.072390416525218e-05,
milwaukee,Wisconsin,2003,0.0001652107026497,
mingo,West Virginia,2003,0.0003621876131836,
missoula,Montana,2003,0.0001116569897275,
mobile,Alabama,2003,6.500926382009437e-05,
mohave,Arizona,2003,6.38614091310204e-05,
monmouth,New Jersey,2003,8.211516019562358e-05,
monroe,Florida,2003,0.0002151626376408,
monroe,Pennsylvania,2003,0.0001100145607506,
monterey,California,2003,6.997681113258675e-05,
montgomery,Maryland,2003,3.059915327771573e-05,
montgomery,Ohio,2003,9.41921483598792e-05,
montgomery,Pennsylvania,2003,8.693124905932603e-05,
montgomery,Texas,2003,0.0001653846935015,
morris,New Jersey,2003,6.204590155797258e-05,
multnomah,Oregon,2003,0.0002168870947752,
muscogee,Georgia,2003,7.132667617689016e-05,
muskegon,Michigan,2003,6.92496797202313e-05,
napa,California,2003,9.86709778293903e-05,
nassau,New York,2003,2.3871956791758207e-05,
new castle,Delaware,2003,0.0001048240411997,
new hanover,North Carolina,2003,0.0001186584475915,
new haven,Connecticut,2003,9.507454438495684e-05,
new london,Connecticut,2003,0.0001093580306504,
new york,New York,2003,0.0001490031560409,
newport news city,Virginia,2003,5.518763796909492e-05,
norfolk,Massachusetts,2003,6.276253107510684e-05,
norfolk city,Virginia,2003,4.2096932396536266e-05,
northampton,Pennsylvania,2003,4.674812827686399e-05,
nueces,Texas,2003,0.000117441303154,
oakland,Michigan,2003,9.3518815075233e-05,
ocean,New Jersey,2003,6.219838357377278e-05,
okaloosa,Florida,2003,0.0001124619035301,
oklahoma,Oklahoma,2003,0.0001106811762309,
onondaga,New York,2003,2.176558034655157e-05,
orange,California,2003,7.702314984820021e-05,
orange,Florida,2003,8.609306556661166e-05,
orange,Texas,2003,0.000201114410439,
orleans,Louisiana,2003,0.0001389084785461,
osceola,Florida,2003,5.82544067031404e-05,
palm beach,Florida,2003,0.0001641379253461,
parker,Texas,2003,0.0001330195436406,
pasco,Florida,2003,0.0001597016155621,
passaic,New Jersey,2003,5.61080641315173e-05,
penobscot,Maine,2003,0.0001013212288238,
perry,Kentucky,2003,0.0004042445679636,
philadelphia,Pennsylvania,2003,0.0002010896758393,
pierce,Washington,2003,0.0001174926263248,
pike,Kentucky,2003,0.0002813606006308,
pima,Arizona,2003,0.0001784537821539,
pinal,Arizona,2003,8.800707968063209e-05,
pinellas,Florida,2003,0.000145788809251,
pitt,North Carolina,2003,7.937366958906086e-05,
placer,California,2003,9.535810373599429e-05,
plymouth,Massachusetts,2003,9.833768341002308e-05,
polk,Florida,2003,8.221736313255983e-05,
polk,Iowa,2003,3.3432688425346095e-05,
portsmouth city,Virginia,2003,0.0001311647429171,
prince george's,Maryland,2003,7.412995938395613e-05,
prince william,Virginia,2003,4.013993398524703e-05,
providence,Rhode Island,2003,0.0001267270471502,
pueblo,Colorado,2003,6.710778852993679e-05,
pulaski,Arkansas,2003,4.93276369047456e-05,
queens,New York,2003,7.619512725477422e-05,
racine,Wisconsin,2003,0.0001194432904029,
raleigh,West Virginia,2003,0.0001766516933326,
ramsey,Minnesota,2003,4.953162891696122e-05,
richland,South Carolina,2003,7.847943084302001e-05,
richmond,Georgia,2003,7.101660266718069e-05,
richmond,New York,2003,5.645669120361323e-05,
richmond city,Virginia,2003,0.0001544123323982,
rio arriba,New Mexico,2003,0.0002937576499388,
riverside,California,2003,9.75980776544153e-05,
roanoke city,Virginia,2003,0.0001403523924684,
rockdale,Georgia,2003,0.0001467390579352,
rockingham,North Carolina,2003,0.0001186802753382,
rockingham,New Hampshire,2003,6.538736853697484e-05,
rowan,North Carolina,2003,7.464469126955691e-05,
russell,Virginia,2003,0.0004489880500103,
rutherford,North Carolina,2003,0.0001572648497334,
rutherford,Tennessee,2003,6.922981827172704e-05,
sacramento,California,2003,0.0001262464962839,
saginaw,Michigan,2003,7.639820655210118e-05,
salt lake,Utah,2003,0.0001773433106968,
san bernardino,California,2003,8.967911523766309e-05,
san diego,California,2003,0.0001044939597352,
san francisco,California,2003,0.0001955026412805,
san joaquin,California,2003,0.0001060334622615,
san juan,New Mexico,2003,9.799358142041696e-05,
san luis obispo,California,2003,3.951444648163368e-05,
san mateo,California,2003,7.295156302299834e-05,
sandoval,New Mexico,2003,0.0001113427940968,
santa barbara,California,2003,0.0001092367084993,
santa clara,California,2003,4.654173988537605e-05,
santa cruz,California,2003,0.0001271228523189,
santa fe,New Mexico,2003,0.0001755746411693,
santa rosa,Florida,2003,0.0001587709615471,
sarasota,Florida,2003,0.0001787304945934,
schuylkill,Pennsylvania,2003,6.760730970232502e-05,
sedgwick,Kansas,2003,9.952423090486998e-05,
seminole,Florida,2003,8.562643521581754e-05,
shasta,California,2003,0.0001764833137873,
shelby,Tennessee,2003,4.087047483759509e-05,
skagit,Washington,2003,0.0001098458496576,
snohomish,Washington,2003,0.0001193221871756,
solano,California,2003,7.045059227084124e-05,
somerset,New Jersey,2003,5.763135145519163e-05,
somerset,Pennsylvania,2003,0.0001254437572914,
sonoma,California,2003,8.987725335113759e-05,
spartanburg,South Carolina,2003,8.021421013831222e-05,
spokane,Washington,2003,0.0001716065386729,
saint bernard,Louisiana,2003,0.0004402744883706,
saint charles,Missouri,2003,3.843443725578118e-05,
saint clair,Michigan,2003,6.487493881113726e-05,
saint francois,Missouri,2003,0.0002068858507318,
saint landry,Louisiana,2003,0.0001122851143623,
saint louis,Minnesota,2003,7.526946468356717e-05,
saint louis,Missouri,2003,6.913498309155842e-05,
saint louis city,Missouri,2003,0.0001407888196437,
saint lucie,Florida,2003,9.811662796510786e-05,
saint tammany,Louisiana,2003,0.0001927571500855,
stanislaus,California,2003,0.0001670013482303,
stark,Ohio,2003,2.6260159399167557e-05,
strafford,New Hampshire,2003,0.0001022616876587,
suffolk,Massachusetts,2003,0.000190744034813,
suffolk,New York,2003,1.4983416082653971e-05,
summit,Ohio,2003,8.779277977546996e-05,
sumner,Tennessee,2003,0.0001009030825891,
sussex,New Jersey,2003,8.61006980779675e-05,
tarrant,Texas,2003,9.699096763584838e-05,
taylor,Texas,2003,0.0001200960768614,
tazewell,Virginia,2003,0.000314387729896,
terrebonne,Louisiana,2003,0.0001790442804775,
thurston,Washington,2003,7.693421671916295e-05,
tom green,Texas,2003,0.0001155279144323,
travis,Texas,2003,0.0001041658132482,
trumbull,Ohio,2003,9.023275539253504e-05,
tulare,California,2003,7.926685827085742e-05,
tulsa,Oklahoma,2003,0.0001753829047267,
union,New Jersey,2003,7.350183471887433e-05,
utah,Utah,2003,0.0001409975577208,
valencia,New Mexico,2003,0.0002480520617503,
vanderburgh,Indiana,2003,8.689154197730393e-05,
ventura,California,2003,0.0001100485731633,
virginia beach city,Virginia,2003,4.357508330867901e-05,
volusia,Florida,2003,0.0001026406444121,
wake,North Carolina,2003,5.871208595449384e-05,
warren,Kentucky,2003,0.00010461345329,
warren,New Jersey,2003,9.15977393677924e-05,
warren,Ohio,2003,7.678385345253113e-05,
washington,Oregon,2003,3.540796220929021e-05,
washington,Pennsylvania,2003,0.0001073877919605,
washington,Utah,2003,0.0001052651725391,
washoe,Nevada,2003,0.0001589435373288,
washtenaw,Michigan,2003,4.466878098896681e-05,
waukesha,Wisconsin,2003,4.543195095487271e-05,
wayne,Michigan,2003,0.000169027466224,
webb,Texas,2003,4.701324833338035e-05,
weber,Utah,2003,0.0001019570906301,
weld,Colorado,2003,5.191642399671511e-05,
westchester,New York,2003,1.5947928948786948e-05,
westmoreland,Pennsylvania,2003,8.674743214046577e-05,
whatcom,Washington,2003,7.929944603672698e-05,
whitley,Kentucky,2003,0.0002958022965014,
wichita,Texas,2003,0.0001248215441985,
wilkes,North Carolina,2003,0.0002236102622203,
will,Illinois,2003,4.440785540802279e-05,
williamson,Texas,2003,3.61813541036234e-05,
wilson,Tennessee,2003,0.0001255519052501,
windham,Connecticut,2003,0.0001241530985066,
winnebago,Illinois,2003,8.780895581102108e-05,
worcester,Massachusetts,2003,0.0001185915449384,
wyoming,West Virginia,2003,0.0004419800707168,
yakima,Washington,2003,4.408024367558704e-05,
yavapai,Arizona,2003,8.126733703190014e-05,
yellowstone,Montana,2003,8.251072639443128e-05,
york,Maine,2003,8.071961537103276e-05,
york,Pennsylvania,2003,6.319610509765062e-05,
york,South Carolina,2003,5.607141255102498e-05,
ada,Idaho,2004,6.314934820851313e-05,
adams,Colorado,2004,0.0001185371485115,
aiken,South Carolina,2004,0.0001074698244883,
alameda,California,2004,0.0001060535942527,
allegheny,Pennsylvania,2004,0.0001563111216565,
allen,Indiana,2004,5.851101177241557e-05,
anderson,South Carolina,2004,0.0001037183010942,
anderson,Texas,2004,0.0001964706722869,
anne arundel,Maryland,2004,0.0001042576462164,
anoka,Minnesota,2004,4.381188428655476e-05,
arapahoe,Colorado,2004,0.0001244385905128,
atlantic,New Jersey,2004,0.0001490807309428,
baldwin,Alabama,2004,0.0001148779740631,
baltimore,Maryland,2004,0.0001331334624557,
baltimore city,Maryland,2004,0.0003847693642581,
barnstable,Massachusetts,2004,9.211172713874658e-05,
bartow,Georgia,2004,0.000149573141266,
bay,Florida,2004,0.0001140604900799,
beaver,Pennsylvania,2004,0.0001010554682236,
bell,Kentucky,2004,0.0005046427129592,
benton,Washington,2004,7.697192449054207e-05,
bergen,New Jersey,2004,4.768532123826581e-05,
berkeley,South Carolina,2004,6.71749571759648e-05,
berks,Pennsylvania,2004,5.620173356801815e-05,
bernalillo,New Mexico,2004,0.0002160199008333,
bexar,Texas,2004,0.0001125732982837,
bibb,Georgia,2004,7.103144109879182e-05,
blair,Pennsylvania,2004,9.43381393374318e-05,
blount,Tennessee,2004,0.0001057790627975,
boone,Missouri,2004,8.49762066621346e-05,
boone,West Virginia,2004,0.0004284490145672,
boulder,Colorado,2004,7.154329621428649e-05,
brazoria,Texas,2004,7.014434968804223e-05,
brevard,Florida,2004,0.0002139503326831,
bristol,Massachusetts,2004,0.0001717591425198,
bronx,New York,2004,0.0001284381988414,
broward,Florida,2004,0.0001637193382772,
brown,Wisconsin,2004,4.643897496517077e-05,
brunswick,North Carolina,2004,0.0001300390117035,
bucks,Pennsylvania,2004,0.0001053119339483,
buncombe,North Carolina,2004,0.00014371479567,
burke,North Carolina,2004,0.0001900821825907,
burlington,New Jersey,2004,6.0179736813951e-05,
butler,Ohio,2004,0.0001126767074132,
butler,Pennsylvania,2004,6.64216445999203e-05,
butte,California,2004,0.0001457465514485,
cabarrus,North Carolina,2004,0.0001164240025202,
cabell,West Virginia,2004,0.0002116021456457,
caddo,Louisiana,2004,0.000147473225638,
calcasieu,Louisiana,2004,9.748964172556666e-05,
caldwell,North Carolina,2004,0.000202904064422,
calhoun,Michigan,2004,0.0001648686427009,
cambria,Pennsylvania,2004,0.0001950943853181,
camden,New Jersey,2004,0.0001202435902408,
cameron,Texas,2004,4.314657160038724e-05,
campbell,Kentucky,2004,0.0001145672223176,
canadian,Oklahoma,2004,0.0001046233037946,
carroll,Georgia,2004,0.0001370627453667,
carroll,Maryland,2004,8.408963955576645e-05,
carson city,Nevada,2004,0.0001788077101884,
carteret,North Carolina,2004,0.0001941370607649,
catawba,North Carolina,2004,0.0001137321540869,
catoosa,Georgia,2004,0.000184115825592,
cecil,Maryland,2004,0.0001779433930664,
centre,Pennsylvania,2004,7.145511189870524e-05,
champaign,Illinois,2004,8.140449895530894e-05,
charleston,South Carolina,2004,8.552151324209002e-05,
charlotte,Florida,2004,0.0001080572576339,
chatham,Georgia,2004,9.230549763152485e-05,
chaves,New Mexico,2004,0.0001951314698277,
cherokee,Georgia,2004,5.71915516639882e-05,
chesapeake city,Virginia,2004,5.5858120374249406e-05,
chester,Pennsylvania,2004,6.222601777089238e-05,
citrus,Florida,2004,9.211425237769914e-05,
clackamas,Oregon,2004,7.72028311381076e-05,
clallam,Washington,2004,0.000161786118751,
clark,Indiana,2004,0.0001094930471915,
clark,Nevada,2004,0.0001771281461477,
clark,Ohio,2004,0.0001755691953312,
clark,Washington,2004,6.881365262868153e-05,
clay,Florida,2004,0.0001338305340446,
clay,Kentucky,2004,0.0004121501875283,
clay,Missouri,2004,5.5632823365785815e-05,
clayton,Georgia,2004,6.812324251495873e-05,
clearfield,Pennsylvania,2004,0.0001689128047971,
clermont,Ohio,2004,0.0001382522785038,
cleveland,Oklahoma,2004,4.522349450986776e-05,
clinton,Ohio,2004,0.0002843467134259,
cobb,Georgia,2004,6.72115897221259e-05,
collier,Florida,2004,9.775006320047188e-05,
collin,Texas,2004,6.365109018404712e-05,
contra costa,California,2004,0.0001012300442831,
cook,Illinois,2004,9.611115856182415e-05,
coweta,Georgia,2004,9.488116134541488e-05,
cowlitz,Washington,2004,0.0001767004822883,
craven,North Carolina,2004,0.0001431339733991,
creek,Oklahoma,2004,0.0002185091846693,
cumberland,Maine,2004,0.0001059856298104,
cumberland,North Carolina,2004,5.864280990281583e-05,
cumberland,New Jersey,2004,7.945967421533571e-05,
cumberland,Pennsylvania,2004,4.522124494087322e-05,
cuyahoga,Ohio,2004,0.0001082245466614,
dallas,Texas,2004,8.642246355525429e-05,
dane,Wisconsin,2004,8.608302376553633e-05,
dauphin,Pennsylvania,2004,7.112937643246661e-05,
davidson,North Carolina,2004,0.0001367980144745,
davidson,Tennessee,2004,0.0001416212662689,
davis,Utah,2004,6.503567397999196e-05,
dekalb,Georgia,2004,3.7073561360451405e-05,
delaware,Indiana,2004,0.0001021267904102,
delaware,Pennsylvania,2004,0.0001352750412137,
denton,Texas,2004,3.389945421878708e-05,
denver,Colorado,2004,0.0001996435194094,
district of columbia,District of Columbia,2004,0.000184036128818,
dona ana,New Mexico,2004,9.163234945344e-05,
douglas,Nebraska,2004,2.7015625422119148e-05,
dupage,Illinois,2004,4.740735632877432e-05,
durham,North Carolina,2004,5.846292615297242e-05,
duval,Florida,2004,0.0001329879712989,
easaint baton rouge,Louisiana,2004,4.1305847936165454e-05,
ector,Texas,2004,8.85005591626238e-05,
el dorado,California,2004,7.526501971364554e-05,
el paso,Colorado,2004,0.0001075746926949,
el paso,Texas,2004,3.648523681023608e-05,
elkhart,Indiana,2004,5.218416836700082e-05,
erie,Pennsylvania,2004,0.0001281850422298,
escambia,Florida,2004,0.0001112088400917,
essex,Massachusetts,2004,0.0001084823722925,
essex,New Jersey,2004,0.0001018848700967,
fairfax,Virginia,2004,1.6957808971279457e-05,
fairfield,Connecticut,2004,5.655236804724673e-05,
fairfield,Ohio,2004,9.564942279252167e-05,
fayette,Kentucky,2004,0.0001276031990872,
fayette,Pennsylvania,2004,0.0001430108552049,
floyd,Kentucky,2004,0.0003079328232702,
forsyth,North Carolina,2004,5.611322401645988e-05,
franklin,Ohio,2004,9.74746703792868e-05,
frederick,Maryland,2004,5.058494592009418e-05,
fresno,California,2004,0.0001109031676717,
fulton,Georgia,2004,8.611153430882246e-05,
galveston,Texas,2004,0.0001066082404493,
gaston,North Carolina,2004,0.0002008714731604,
genesee,Michigan,2004,0.0001533268545221,
gloucester,New Jersey,2004,0.0001026453164408,
grady,Oklahoma,2004,0.0002071894747746,
grant,Washington,2004,0.000175037195404,
grays harbor,Washington,2004,0.000241700433639,
greene,Missouri,2004,0.0001290364205296,
greene,Ohio,2004,0.0001052693909507,
greene,Tennessee,2004,0.0001703287344575,
greenville,South Carolina,2004,6.982212812859241e-05,
guilford,North Carolina,2004,7.536328529114207e-05,
gwinnett,Georgia,2004,2.997529179519168e-05,
hall,Georgia,2004,8.707117446575615e-05,
hamilton,Ohio,2004,0.0001130722593189,
hamilton,Tennessee,2004,5.811532016698469e-05,
hampden,Massachusetts,2004,7.150735333950175e-05,
hampshire,Massachusetts,2004,7.812957790495537e-05,
hancock,Mississippi,2004,0.0002832305714721,
harford,Maryland,2004,9.350163627863488e-05,
harris,Texas,2004,0.000105736870639,
harrison,Mississippi,2004,0.0001506822267715,
hartford,Connecticut,2004,9.497882429947396e-05,
hawaii,Hawaii,2004,6.765026045350275e-05,
henderson,North Carolina,2004,0.0001990070595135,
hennepin,Minnesota,2004,5.982858663447234e-05,
henrico,Virginia,2004,5.797899710829752e-05,
hernando,Florida,2004,9.299853859439352e-05,
hidalgo,Texas,2004,1.6734873955972068e-05,
hillsborough,Florida,2004,0.0001326871047219,
hillsborough,New Hampshire,2004,7.028906377477376e-05,
honolulu,Hawaii,2004,9.893703824750268e-05,
horry,South Carolina,2004,0.0001240609277,
howard,Indiana,2004,0.0001418674485139,
howard,Maryland,2004,4.127084177509642e-05,
hudson,New Jersey,2004,7.929179214317455e-05,
humboldt,California,2004,0.0001948755524721,
imperial,California,2004,6.564048705241393e-05,
indian river,Florida,2004,8.02078988738811e-05,
ingham,Michigan,2004,8.211558303849079e-05,
iredell,North Carolina,2004,0.000131552021516,
jackson,Georgia,2004,0.000242111209749,
jackson,Michigan,2004,7.99247477759402e-05,
jackson,Missouri,2004,0.0001011801837854,
jackson,Mississippi,2004,0.0001850522217369,
jackson,Oregon,2004,0.0001398847763915,
jefferson,Alabama,2004,9.56766312106283e-05,
jefferson,Colorado,2004,7.595205906032112e-05,
jefferson,Kentucky,2004,0.0001001569602648,
jefferson,Missouri,2004,6.176769644503151e-05,
