BUYER_COUNTY,BUYER_STATE,Year,MME,CALC_BASE_WT_IN_GM
FORD,KS,2012,10364282.4338625,7977.134432575
FORD,KS,2013,11801390.925,8965.5373
FORD,KS,2014,14376708.382725,10706.22800515
FORD,KS,2015,15100831.4814,11119.3254676
FORD,KS,2016,15790002.142499998,11556.392955
FORD,KS,2017,14187722.557500001,10369.416995
FORD,KS,2018,12869686.23,9449.53873
FORD,KS,2019,11293664.407499999,8358.769945
FOREST,PA,2006,1035139.0800000001,810.45633
FOREST,PA,2007,979203.7238625,783.326722575
FOREST,PA,2008,996828.7725,826.829985
FOREST,PA,2009,1197296.212725,970.27233515
FOREST,PA,2010,1344593.5875,1086.289525
FOREST,PA,2011,1360124.55,1070.1068
FOREST,PA,2012,1096565.34,889.2497149999999
FOREST,PA,2013,1142429.7,901.71945
FOREST,PA,2014,1145113.6125,912.135675
FOREST,PA,2015,1087270.0125,845.775325
FOREST,PA,2016,1052502.06,812.68831
FOREST,PA,2017,1035736.5,775.7515
FOREST,PA,2018,1009895.7000000001,754.84145
FOREST,PA,2019,1002238.575,742.92595
FOREST,WI,2006,1364804.808,1092.044822
FOREST,WI,2007,1881250.05,1445.7758
FOREST,WI,2008,1680470.30295,1320.8018353
FOREST,WI,2009,2063773.9715625,1609.432814375
FOREST,WI,2010,2171233.3236000002,1694.4416324
FOREST,WI,2011,2187382.92135,1710.7575309
FOREST,WI,2012,2296724.213625,1785.56882575
FOREST,WI,2013,2080117.4145375001,1627.996843025
FOREST,WI,2014,1882038.6270375,1498.1641180249999
FOREST,WI,2015,1765608.6756,1409.7276704
FOREST,WI,2016,1607774.4825,1274.567845
FOREST,WI,2017,1593274.095,1269.59277
FOREST,WI,2018,1369224.375,1106.5947
FOREST,WI,2019,1033218.1875,853.9854250000001
FORREST,MS,2006,38122637.813625,32389.601620749996
FORREST,MS,2007,39616989.6599,33900.2262516
FORREST,MS,2008,42233146.10795,36517.2394303
FORREST,MS,2009,49044236.265,42569.04089
FORREST,MS,2010,57972272.7643125,50229.821857874995
FORREST,MS,2011,62288363.885212496,53809.273093475
FORREST,MS,2012,72365723.499975,60791.53282165
FORREST,MS,2013,64937759.3484,55385.2746506
FORREST,MS,2014,59066459.0138625,49685.714512574996
FORREST,MS,2015,55537318.8153,45940.0097002
FORREST,MS,2016,54908905.80405,44946.3513827
FORREST,MS,2017,53461285.44765,43069.7708151
FORREST,MS,2018,47042942.1162,37377.700130799996
FORREST,MS,2019,43071558.0945,33933.929062999996
FORSYTH,GA,2006,23957384.936725,18482.263411149997
FORSYTH,GA,2007,30948632.09045,23697.6766953
FORSYTH,GA,2008,35995204.098225,27576.81545215
FORSYTH,GA,2009,49880475.63795,37122.2119203
FORSYTH,GA,2010,54339267.00045,40259.181270299996
FORSYTH,GA,2011,60906756.30045,44856.6118203
FORSYTH,GA,2012,60970056.7993125,44993.163742875
FORSYTH,GA,2013,57738452.990325004,42771.00685355
FORSYTH,GA,2014,57233726.2851,42153.687413399995
FORSYTH,GA,2015,56157748.2159,41101.8145706
FORSYTH,GA,2016,56517771.2739,41119.7187726
FORSYTH,GA,2017,55293369.0489,40116.8865226
FORSYTH,GA,2018,49415248.5189,35774.4704926
FORSYTH,GA,2019,43329354.06,31475.56211
FORSYTH,NC,2006,80151335.47635001,62505.0916909
FORSYTH,NC,2007,94587262.5761375,73674.968772425
FORSYTH,NC,2008,100791622.9700125,78931.431980675
FORSYTH,NC,2009,115867466.753325,89910.61782955
FORSYTH,NC,2010,121831970.66268751,94191.68589512499
FORSYTH,NC,2011,131338709.495325,102102.58011655
FORSYTH,NC,2012,151388381.5094625,116204.768727975
FORSYTH,NC,2013,158430587.7881625,120594.123388775
FORSYTH,NC,2014,157501203.188175,118959.68145545
FORSYTH,NC,2015,167597107.5879,124732.8341986
FORSYTH,NC,2016,160964266.5579,119411.9312686
FORSYTH,NC,2017,129815527.2675,96438.59469499999
FORSYTH,NC,2018,103431955.305,77032.22673
FORSYTH,NC,2019,98557221.61500001,73332.849365
FORT BEND,TX,2006,74615712.35785,70609.3066369
FORT BEND,TX,2007,81629595.5777125,76950.930188475
FORT BEND,TX,2008,80280700.5873375,74502.207968225
FORT BEND,TX,2009,96120485.8715625,88392.481614375
FORT BEND,TX,2010,100719863.2231125,92508.391846075
FORT BEND,TX,2011,109674062.837925,100702.73251695
FORT BEND,TX,2012,96976860.50677499,89618.03219285
FORT BEND,TX,2013,93075952.9113375,85372.161819225
FORT BEND,TX,2014,94185905.54475,85149.5795565
FORT BEND,TX,2015,84560440.59390001,72828.3385226
FORT BEND,TX,2016,82843907.4333,69977.2999422
FORT BEND,TX,2017,79507761.2613,65655.1686142
FORT BEND,TX,2018,94028571.936,74450.22075400001
FORT BEND,TX,2019,105090302.30790001,81783.8936186
FOSTER,ND,2006,487219.96499999997,352.51036
FOSTER,ND,2007,461564.4,343.2264
FOSTER,ND,2008,642529.9875,473.60697500000003
FOSTER,ND,2009,827615.4375,620.8601249999999
FOSTER,ND,2010,1005188.4000000001,777.0291500000001
FOSTER,ND,2011,1119225.225,867.53285
FOSTER,ND,2012,1206012.4875,925.744175
FOSTER,ND,2013,1183754.85,896.4266
FOSTER,ND,2014,1164905.3625,892.033175
FOSTER,ND,2015,1242870.975,959.8010999999999
FOSTER,ND,2016,1045246.5750000001,817.7597
FOSTER,ND,2017,940816.05,727.0007999999999
FOSTER,ND,2018,943147.05,711.4018
FOSTER,ND,2019,733873.9500000001,561.74595
FOUNTAIN,IN,2006,4630246.172225,3944.1073181499996
FOUNTAIN,IN,2007,6713454.3698625,5800.745856575
FOUNTAIN,IN,2008,7229576.079,6239.072641
FOUNTAIN,IN,2009,7058099.895225,6260.11758015
FOUNTAIN,IN,2010,7428288.8625,6521.591175
FOUNTAIN,IN,2011,7949565.5024999995,7010.81794
FOUNTAIN,IN,2012,8428622.025,7368.510775
FOUNTAIN,IN,2013,8400225.9,7261.6709
FOUNTAIN,IN,2014,6907863.975,5820.6336
FOUNTAIN,IN,2015,7312860.6375,6019.547325
FOUNTAIN,IN,2016,7795330.8525,6365.077165000001
FOUNTAIN,IN,2017,6837932.640000001,5594.93539
FOUNTAIN,IN,2018,5179929.6675,4344.727855
FOUNTAIN,IN,2019,3895026.66,3347.7134100000003
FRANKLIN,AL,2006,13266643.4503625,11871.537423575
FRANKLIN,AL,2007,17234502.83775,14838.9256235
FRANKLIN,AL,2008,20569760.54235,17654.1254949
FRANKLIN,AL,2009,18764937.2965875,16530.702117725
FRANKLIN,AL,2010,21392232.67545,18724.5022953
FRANKLIN,AL,2011,25028422.6915875,21950.491362725
FRANKLIN,AL,2012,28422757.8727125,24355.993543475
FRANKLIN,AL,2013,27355724.556112498,23534.324029075
FRANKLIN,AL,2014,29019135.660675,24541.22964045
FRANKLIN,AL,2015,28122528.5562,23373.9615208
FRANKLIN,AL,2016,27745492.9464,23077.4920576
FRANKLIN,AL,2017,21195033.0075,17640.746695
FRANKLIN,AL,2018,16758035.6925,14061.386105
FRANKLIN,AL,2019,15565849.47,13195.68277
FRANKLIN,AR,2006,3864918.7994999997,3350.682018
FRANKLIN,AR,2007,5615770.9425,4738.670845
FRANKLIN,AR,2008,7065552.637499999,5861.082475
FRANKLIN,AR,2009,8191170.453862499,6779.5937525750005
FRANKLIN,AR,2010,8810739.4275,7362.19714
FRANKLIN,AR,2011,10097477.7375,8232.287075
FRANKLIN,AR,2012,11366040.855225,9140.38229015
FRANKLIN,AR,2013,13760995.875,10738.4013
FRANKLIN,AR,2014,13955692.5375,10811.644625
FRANKLIN,AR,2015,14543517.51,10914.93376
FRANKLIN,AR,2016,13516492.4625,10153.384774999999
FRANKLIN,AR,2017,11919210.0525,8973.423115
FRANKLIN,AR,2018,9201914.145,7112.84502
FRANKLIN,AR,2019,6934084.8149999995,5583.46274
FRANKLIN,FL,2006,2174577.223,2049.739912
FRANKLIN,FL,2007,2100030.0225,1935.59217
FRANKLIN,FL,2008,2152977.9473625002,1954.933451575
FRANKLIN,FL,2009,1955987.79,1715.053415
FRANKLIN,FL,2010,2493329.9625,2162.633525
FRANKLIN,FL,2011,2695184.8163625,2307.343877575
FRANKLIN,FL,2012,2742248.5275,2344.31459
FRANKLIN,FL,2013,3648692.2463625,2988.763557575
FRANKLIN,FL,2014,3280546.5900000003,2718.44109
FRANKLIN,FL,2015,3363248.625,2716.648
FRANKLIN,FL,2016,3357622.83,2675.65528
FRANKLIN,FL,2017,3385081.5,2651.7445
FRANKLIN,FL,2018,3152310.3674999997,2446.204555
FRANKLIN,FL,2019,3065400.855,2371.46503
FRANKLIN,GA,2006,13745249.1438625,11853.129122575
FRANKLIN,GA,2007,16023996.530000001,13586.91857
FRANKLIN,GA,2008,17554709.4425,14840.89238
FRANKLIN,GA,2009,19575414.66,16248.458335
FRANKLIN,GA,2010,22616382.885,18341.153685
FRANKLIN,GA,2011,26361327.77295,21069.4298303
FRANKLIN,GA,2012,26077357.147725,20866.95872015
FRANKLIN,GA,2013,27083120.970225,21648.66478015
FRANKLIN,GA,2014,24817093.7625,19866.912125
FRANKLIN,GA,2015,21650204.2803,17161.7348902
FRANKLIN,GA,2016,24098056.9428,18745.2046652
FRANKLIN,GA,2017,20915505.6675,16244.180355
FRANKLIN,GA,2018,18941790.078900002,14591.979452599999
FRANKLIN,GA,2019,17049745.14,13061.48559
FRANKLIN,IA,2006,1662153.09,1262.8776149999999
FRANKLIN,IA,2007,1204358.34375,985.5698775
FRANKLIN,IA,2008,1285118.775,1070.85565
FRANKLIN,IA,2009,1573337.9625000001,1279.398025
FRANKLIN,IA,2010,1676936.8875000002,1363.498075
FRANKLIN,IA,2011,2257364.3775,1748.98164
FRANKLIN,IA,2012,2134557.315,1668.8255649999999
FRANKLIN,IA,2013,1673004.075,1374.24545
FRANKLIN,IA,2014,1972097.925,1603.0537
FRANKLIN,IA,2015,2095416.45,1650.3042
FRANKLIN,IA,2016,2244872.475,1752.9180999999999
FRANKLIN,IA,2017,1864266.225,1466.8926
FRANKLIN,IA,2018,1768388.325,1379.2624999999998
FRANKLIN,IA,2019,1612622.025,1267.2454
FRANKLIN,ID,2006,2234664.9395000003,1770.576148
FRANKLIN,ID,2007,2225458.7,1802.9875
FRANKLIN,ID,2008,2042584.5875,1708.2135250000001
FRANKLIN,ID,2009,2441878.5075000003,1983.87907
FRANKLIN,ID,2010,2616129.8985,2137.286836
FRANKLIN,ID,2011,3013276.4625,2469.661275
FRANKLIN,ID,2012,3273600.45,2705.6677
FRANKLIN,ID,2013,3628338.0,2962.2385
FRANKLIN,ID,2014,3656667.075,2946.4149500000003
FRANKLIN,ID,2015,3774960.2399999998,3008.90099
FRANKLIN,ID,2016,3689279.2874999996,2892.1787249999998
FRANKLIN,ID,2017,3394856.3400000003,2670.03609
FRANKLIN,ID,2018,3260954.4375,2576.812875
FRANKLIN,ID,2019,3200405.1225,2503.9366849999997
FRANKLIN,IL,2006,15279605.361,13280.668559
FRANKLIN,IL,2007,16635537.255,14535.512995
FRANKLIN,IL,2008,17032444.0608125,15013.949723875
FRANKLIN,IL,2009,17525948.55,15656.2978
FRANKLIN,IL,2010,17443195.3315875,15460.383577725
FRANKLIN,IL,2011,19074889.38,16782.44923
FRANKLIN,IL,2012,18556628.1375,16269.2308
FRANKLIN,IL,2013,17595945.3075,15578.259995
FRANKLIN,IL,2014,18482304.945,16196.00582
FRANKLIN,IL,2015,18157987.7175,15847.595154999999
FRANKLIN,IL,2016,17914705.4925,15517.307604999998
FRANKLIN,IL,2017,16324529.3475,14111.496685
FRANKLIN,IL,2018,13720353.629999999,11886.83183
FRANKLIN,IL,2019,11162870.2653,9739.6688502
FRANKLIN,IN,2006,2881424.5785,2271.375419
FRANKLIN,IN,2007,4464358.0035,3463.938819
FRANKLIN,IN,2008,4781294.6475,3745.658115
FRANKLIN,IN,2009,6235512.675,4834.95555
FRANKLIN,IN,2010,7343671.095225,5620.94903015
FRANKLIN,IN,2011,8833431.33,6651.79858
FRANKLIN,IN,2012,10143982.71,7542.33971
FRANKLIN,IN,2013,10575649.5375,7862.728475
FRANKLIN,IN,2014,9642188.1,7160.40715
FRANKLIN,IN,2015,9332541.3975,6896.190585
FRANKLIN,IN,2016,8333181.96,6145.90126
FRANKLIN,IN,2017,7088417.805,5218.09468
FRANKLIN,IN,2018,4498073.595,3339.21287
FRANKLIN,IN,2019,3349983.9975,2520.161185
FRANKLIN,KS,2006,5620963.055,4524.657305
FRANKLIN,KS,2007,7633736.7565,6118.468741000001
FRANKLIN,KS,2008,9206636.123175,7299.18704545
FRANKLIN,KS,2009,9244135.44795,7277.1318802999995
FRANKLIN,KS,2010,9536128.807725,7491.58565515
FRANKLIN,KS,2011,10920802.6875,8614.534025
FRANKLIN,KS,2012,11133523.0840875,8755.242767725
FRANKLIN,KS,2013,9283202.66295,7445.743345299999
FRANKLIN,KS,2014,10021933.77795,7950.712085300001
FRANKLIN,KS,2015,9417412.5381,7331.3985954
FRANKLIN,KS,2016,9642973.452300001,7444.358818199999
FRANKLIN,KS,2017,8908849.1934,6882.3551855999995
FRANKLIN,KS,2018,7265781.0162,5669.3976308
FRANKLIN,KS,2019,6370768.3697999995,5021.4754232
FRANKLIN,KY,2006,11977112.950000001,9843.533435
FRANKLIN,KY,2007,14316533.81,11892.290495
FRANKLIN,KY,2008,15550161.0745,12869.865268
FRANKLIN,KY,2009,15872831.332725,13335.347655149999
FRANKLIN,KY,2010,18044977.549087502,15192.090132725
FRANKLIN,KY,2011,20881577.415,17451.61324
FRANKLIN,KY,2012,19662599.1975,16683.417634999998
FRANKLIN,KY,2013,18019545.645,15385.67347
FRANKLIN,KY,2014,17134216.0538625,14579.870802575
FRANKLIN,KY,2015,17650896.9492,14798.9060328
FRANKLIN,KY,2016,16870573.6425,14084.094755
FRANKLIN,KY,2017,16087546.05,13321.84355
FRANKLIN,KY,2018,14372816.8275,11844.126515
FRANKLIN,KY,2019,13341350.205000002,10934.47183
FRANKLIN,LA,2006,2994440.0753625,2685.611513575
FRANKLIN,LA,2007,3565444.770225,3197.00230515
FRANKLIN,LA,2008,3538180.87,3256.4791450000002
FRANKLIN,LA,2009,3768540.6,3459.382575
FRANKLIN,LA,2010,3760023.6975,3407.497485
FRANKLIN,LA,2011,4512890.3363625,4127.963022575
FRANKLIN,LA,2012,5019104.79,4644.950515
FRANKLIN,LA,2013,5023727.3625,4701.009775
FRANKLIN,LA,2014,4738884.24,4406.55169
FRANKLIN,LA,2015,3934393.08,3491.97033
FRANKLIN,LA,2016,4293169.9575000005,3811.995995
FRANKLIN,LA,2017,4175280.4274999998,3731.849115
FRANKLIN,LA,2018,3752826.06,3322.68536
FRANKLIN,LA,2019,3569047.3875,3113.513325
FRANKLIN,MA,2006,17214521.584725,11944.12012315
FRANKLIN,MA,2007,19209767.954625,13331.393769749999
FRANKLIN,MA,2008,20889343.442625,14538.23791175
FRANKLIN,MA,2009,22062322.44045,15345.549810299999
FRANKLIN,MA,2010,21356903.5875,14796.921725
FRANKLIN,MA,2011,21995582.2125,15240.566775
FRANKLIN,MA,2012,23746483.353862498,16414.241352575
FRANKLIN,MA,2013,22446348.1688625,15490.143092575
FRANKLIN,MA,2014,19011969.7875,13123.197474999999
FRANKLIN,MA,2015,17106846.232499998,11778.610545
FRANKLIN,MA,2016,15206910.84,10471.68749
FRANKLIN,MA,2017,14172077.61,9747.401859999998
FRANKLIN,MA,2018,12596094.5964,8662.1479076
FRANKLIN,MA,2019,11622343.5975,7992.840934999999
FRANKLIN,ME,2006,14270740.583999999,10130.174706
FRANKLIN,ME,2007,13828329.396000002,9931.189814
FRANKLIN,ME,2008,13741237.04445,9879.081346300001
FRANKLIN,ME,2009,12584980.5943125,9123.630962874999
FRANKLIN,ME,2010,12746656.2375,9290.895274999999
FRANKLIN,ME,2011,13462452.679087501,9792.853762725
FRANKLIN,ME,2012,13121596.86,9547.923735
FRANKLIN,ME,2013,11894349.3,8706.3953
FRANKLIN,ME,2014,11854783.95,8618.41895
FRANKLIN,ME,2015,11193830.7225,8088.466785
FRANKLIN,ME,2016,9579460.0725,6897.244134999999
FRANKLIN,ME,2017,7455145.949999999,5399.0232
FRANKLIN,ME,2018,7712253.945,5566.70532
FRANKLIN,ME,2019,7016837.67,5041.848169999999
FRANKLIN,MO,2006,25961907.6988625,19771.931467575
FRANKLIN,MO,2007,31398673.07025,23995.9997385
FRANKLIN,MO,2008,37525109.8089,28728.1597076
FRANKLIN,MO,2009,42201640.944975,32314.61844165
FRANKLIN,MO,2010,46320702.229275,35424.18181785
FRANKLIN,MO,2011,51441158.53155,39607.2877977
FRANKLIN,MO,2012,52784936.4988125,40512.407440875
FRANKLIN,MO,2013,48947764.9715625,37482.610814375
FRANKLIN,MO,2014,52464798.317025,39579.87273135
FRANKLIN,MO,2015,54362610.3447,40389.9309398
FRANKLIN,MO,2016,53497515.602699995,39397.1601418
FRANKLIN,MO,2017,45965024.8773,33908.272118199995
FRANKLIN,MO,2018,35764117.6656,26498.2817604
FRANKLIN,MO,2019,29009778.8406,21675.5866604
FRANKLIN,MS,2006,1841045.8875,1538.589975
FRANKLIN,MS,2007,2380136.5125,1971.892975
FRANKLIN,MS,2008,2430977.925,2026.1186000000002
FRANKLIN,MS,2009,3302606.3325,2735.054595
FRANKLIN,MS,2010,3690685.41,3012.66246
FRANKLIN,MS,2011,3626231.97,2959.6842199999996
FRANKLIN,MS,2012,3525545.3625000003,2929.933175
FRANKLIN,MS,2013,3449905.44,2879.9555649999998
FRANKLIN,MS,2014,3036705.15,2534.2169
FRANKLIN,MS,2015,3235531.1625,2670.399975
FRANKLIN,MS,2016,2802711.06,2250.91531
FRANKLIN,MS,2017,2442600.9825,1938.8800449999999
FRANKLIN,MS,2018,1714496.325,1381.22245
FRANKLIN,MS,2019,1511799.435,1233.66031
FRANKLIN,NC,2006,10781623.3585875,8092.418305725
FRANKLIN,NC,2007,11778261.166000001,8774.904344
FRANKLIN,NC,2008,11804812.571,8831.905964
FRANKLIN,NC,2009,13700108.272499999,10211.400935
FRANKLIN,NC,2010,13586317.5788625,10177.383702575
FRANKLIN,NC,2011,15249340.7325,11391.365045
FRANKLIN,NC,2012,16288417.2135,12100.305401
FRANKLIN,NC,2013,17791418.064,13264.093064
FRANKLIN,NC,2014,18356216.595,13371.45247
FRANKLIN,NC,2015,19272467.445,13908.932069999999
FRANKLIN,NC,2016,18574877.6925,13308.948755
FRANKLIN,NC,2017,15861815.7225,11346.257285
FRANKLIN,NC,2018,14199704.497499999,10095.863685
FRANKLIN,NC,2019,15415294.065,10931.67344
FRANKLIN,NE,2006,233048.8125,209.851875
FRANKLIN,NE,2007,297279.0,266.798
FRANKLIN,NE,2008,452678.7,393.95795
FRANKLIN,NE,2009,901269.0,756.48425
FRANKLIN,NE,2010,1452354.7875,1194.050725
FRANKLIN,NE,2011,1638359.7,1338.0322
FRANKLIN,NE,2012,1637142.975,1358.10735
FRANKLIN,NE,2013,1630612.275,1347.09415
FRANKLIN,NE,2014,1270961.9625,1032.156775
FRANKLIN,NE,2015,971155.6499999999,759.1333999999999
FRANKLIN,NE,2018,157591.1625,120.49847499999998
FRANKLIN,NE,2019,528003.1125,406.63942499999996
FRANKLIN,NY,2006,10882899.0790875,8412.891752725
FRANKLIN,NY,2007,12330228.657862501,9486.750138575
FRANKLIN,NY,2008,12280231.9755,9446.103767
FRANKLIN,NY,2009,13647052.9538625,10465.785252575
FRANKLIN,NY,2010,14508705.825000001,11065.29415
FRANKLIN,NY,2011,14767224.6375,11307.967325
FRANKLIN,NY,2012,14442304.7475,11032.13081
FRANKLIN,NY,2013,14489624.43,10957.414429999999
FRANKLIN,NY,2014,15561423.315,11524.259689999999
FRANKLIN,NY,2015,15876688.4925,11692.028204999999
FRANKLIN,NY,2016,15743985.93,11557.599879999998
FRANKLIN,NY,2017,13530070.6725,9921.770235
FRANKLIN,NY,2018,12085732.4175,8863.689005
FRANKLIN,NY,2019,10608550.755,7769.828329999999
FRANKLIN,OH,2006,443402150.132525,326152.24985834997
FRANKLIN,OH,2007,503630737.0676,372996.4316484
FRANKLIN,OH,2008,586032490.1454,431960.9388386
FRANKLIN,OH,2009,673332719.6553,493262.7862702
FRANKLIN,OH,2010,668474605.836825,489473.49145105
FRANKLIN,OH,2011,649734415.847775,477054.06834685
FRANKLIN,OH,2012,612019502.13855,448218.9069457
FRANKLIN,OH,2013,532110699.215025,392256.84180335
FRANKLIN,OH,2014,502243543.1334375,368725.435295625
FRANKLIN,OH,2015,485285385.636,351798.464454
FRANKLIN,OH,2016,463371554.1636,335032.5766024
FRANKLIN,OH,2017,399113933.06205,288729.4886047
FRANKLIN,OH,2018,332009661.1695,240410.565278
FRANKLIN,OH,2019,288097818.8463,209386.7508792
FRANKLIN,PA,2006,26548507.5420375,19042.115198025
FRANKLIN,PA,2007,31720767.24035,22724.6637619
FRANKLIN,PA,2008,37059616.0114875,26575.235069324997
FRANKLIN,PA,2009,43776037.6331625,31153.734348775
FRANKLIN,PA,2010,48490939.704075,34363.68216105
FRANKLIN,PA,2011,49833761.0970375,35456.014663025
FRANKLIN,PA,2012,54564883.14045,38619.091260299996
FRANKLIN,PA,2013,57805116.712725,40794.04396015
FRANKLIN,PA,2014,64577083.3547625,45238.255143174996
FRANKLIN,PA,2015,60208537.7553,41999.4496402
FRANKLIN,PA,2016,56173945.9164,39125.548977599996
FRANKLIN,PA,2017,48041725.3275,33410.822915
FRANKLIN,PA,2018,40370814.4875,28069.736275
FRANKLIN,PA,2019,32921079.345,22908.11567
FRANKLIN,TN,2006,18647195.91345,15511.226397299999
FRANKLIN,TN,2007,19885233.2605875,16482.165548725
FRANKLIN,TN,2008,15965578.0730375,13290.078377025
FRANKLIN,TN,2009,16981477.6918125,14301.853647875
FRANKLIN,TN,2010,18331388.4563625,15312.320017575
FRANKLIN,TN,2011,24170318.6213625,19850.114907575
FRANKLIN,TN,2012,33675733.207725,26515.85070515
FRANKLIN,TN,2013,33672711.03,26454.09303
FRANKLIN,TN,2014,28821941.4825,22343.496295
FRANKLIN,TN,2015,28919411.3175,22113.071255
FRANKLIN,TN,2016,27424815.607499998,20819.291545
FRANKLIN,TN,2017,23756924.82,18101.80282
FRANKLIN,TN,2018,21934032.945,16693.318069999998
FRANKLIN,TN,2019,17382814.215,13315.617839999999
FRANKLIN,TX,2006,2118161.295,1844.953395
FRANKLIN,TX,2007,2196872.8875,1909.500475
FRANKLIN,TX,2008,2336973.7800000003,2085.72988
FRANKLIN,TX,2009,2174778.15,2003.9949000000001
FRANKLIN,TX,2010,2268850.0725000002,2118.350135
FRANKLIN,TX,2011,2263314.6825,2092.6434950000003
FRANKLIN,TX,2012,2582804.1375,2395.09945
FRANKLIN,TX,2013,2381748.7875,2204.129725
FRANKLIN,TX,2014,1713729.6,1553.70435
FRANKLIN,TX,2015,1277969.325,1099.7899499999999
FRANKLIN,TX,2016,1498308.36,1281.62431
FRANKLIN,TX,2017,1620426.9075,1343.744595
FRANKLIN,TX,2018,1135380.2175,967.084755
FRANKLIN,TX,2019,828843.8325,715.727945
FRANKLIN,VA,2006,12746928.2435,10145.758419
FRANKLIN,VA,2007,15037139.798,12115.780262
FRANKLIN,VA,2008,16415945.799,13440.986216
FRANKLIN,VA,2009,19886104.515,15944.23884
FRANKLIN,VA,2010,21089710.05,16770.2834
FRANKLIN,VA,2011,21437437.65,17267.3679
FRANKLIN,VA,2012,23133180.892725,18508.15214015
FRANKLIN,VA,2013,22590850.515,17979.92689
FRANKLIN,VA,2014,23156597.5913625,18028.288777575
FRANKLIN,VA,2015,23196181.89,17692.56839
FRANKLIN,VA,2016,21566960.5125,16363.786575
FRANKLIN,VA,2017,18454738.2525,13971.005565
FRANKLIN,VA,2018,15242514.209999999,11584.345959999999
FRANKLIN,VA,2019,14234938.162500001,10797.420974999999
FRANKLIN,VT,2006,11201165.64,8732.02346
FRANKLIN,VT,2007,14439470.265,11012.32636
FRANKLIN,VT,2008,15000529.125,11316.9464
FRANKLIN,VT,2009,16110399.120000001,12022.134995
FRANKLIN,VT,2010,17824881.975,13190.11145
FRANKLIN,VT,2011,16937053.578862503,12635.205702575
FRANKLIN,VT,2012,17123486.67,12725.930045000001
FRANKLIN,VT,2013,17183537.9625,12724.459025
FRANKLIN,VT,2014,18507996.682499997,13517.741495
FRANKLIN,VT,2015,20053426.8225,14496.135385
FRANKLIN,VT,2016,21933262.65,15632.839949999998
FRANKLIN,VT,2017,21229358.977799997,14997.802225199997
FRANKLIN,VT,2018,17925154.83,12702.50443
FRANKLIN,VT,2019,11637590.5575,8360.322745
FRANKLIN,WA,2006,12031287.516224999,9588.09728415
FRANKLIN,WA,2007,12276141.5955,9903.823507
FRANKLIN,WA,2008,12450291.623862501,10121.227392575
FRANKLIN,WA,2009,14234296.5,11544.2586
FRANKLIN,WA,2010,14794366.875,12020.1028
FRANKLIN,WA,2011,16506479.2988625,13395.810972575
FRANKLIN,WA,2012,19072373.017725,15323.538540149999
FRANKLIN,WA,2013,20841883.2375,16593.8404
FRANKLIN,WA,2014,24434733.8475,19363.569535
FRANKLIN,WA,2015,28907880.266400002,22680.7762276
FRANKLIN,WA,2016,26146365.4764,20405.5230376
FRANKLIN,WA,2017,22592710.125,17699.83725
FRANKLIN,WA,2018,16841570.9175,13323.144605
FRANKLIN,WA,2019,14024174.430000002,11165.235929999999
FRANKLIN CITY,VA,2006,3712223.9213625,2875.126607575
FRANKLIN CITY,VA,2007,4266210.3735,3315.8981989999997
FRANKLIN CITY,VA,2008,4948563.868725,3789.16432915
FRANKLIN CITY,VA,2009,4371546.225,3327.34785
FRANKLIN CITY,VA,2010,4435897.5375,3412.878975
FRANKLIN CITY,VA,2011,5690718.975,4315.26385
FRANKLIN CITY,VA,2012,6333570.607725,4760.22785515
FRANKLIN CITY,VA,2013,5898035.317725,4448.40956515
FRANKLIN CITY,VA,2014,6384336.0600000005,4742.84456
FRANKLIN CITY,VA,2015,6447942.975000001,4725.9906
FRANKLIN CITY,VA,2016,6717965.295,4905.91467
FRANKLIN CITY,VA,2017,5485479.7725,4020.710835
FRANKLIN CITY,VA,2018,4462139.4525,3269.4582649999998
FRANKLIN CITY,VA,2019,3855828.6149999998,2816.1127399999996
FREDERICK,MD,2006,59153730.6319625,42195.296045974996
FREDERICK,MD,2007,72046864.7318625,51125.482914575
FREDERICK,MD,2008,79024152.2230125,56055.989850175
FREDERICK,MD,2009,95277593.162475,67035.15899665
FREDERICK,MD,2010,99051118.3602,69574.8011668
FREDERICK,MD,2011,108023200.9579125,75819.669735275
FREDERICK,MD,2012,120019170.05925,83744.7077995
FREDERICK,MD,2013,105609447.1837125,74102.567822475
FREDERICK,MD,2014,98393452.47633749,68999.874859225
FREDERICK,MD,2015,90795284.7792,63318.5008128
FREDERICK,MD,2016,84499770.1239,58782.2854226
FREDERICK,MD,2017,77345221.035,53716.439484999995
FREDERICK,MD,2018,70911756.7764,49144.3631376
FREDERICK,MD,2019,65337669.9075,45266.088294999994
FREDERICK,VA,2006,10349912.792,8043.290078
FREDERICK,VA,2007,12605843.3355,9854.787107
FREDERICK,VA,2008,12757615.5435,9974.887329
FREDERICK,VA,2009,13321488.2818125,10342.074637875
FREDERICK,VA,2010,15054582.075,11513.36225
FREDERICK,VA,2011,17055901.59045,13079.9984103
FREDERICK,VA,2012,19231511.5725,14642.888385
FREDERICK,VA,2013,18293505.8213625,13862.225757574999
FREDERICK,VA,2014,20310339.21,15118.08016
FREDERICK,VA,2015,19538358.6714,14356.8874076
FREDERICK,VA,2016,20060573.2914,14524.984527600001
FREDERICK,VA,2017,17053618.7625,12366.828824999999
FREDERICK,VA,2018,14701462.56,10622.83581
FREDERICK,VA,2019,13348892.91,9641.05856
