BUYER_COUNTY,BUYER_STATE,Year,MME,CALC_BASE_WT_IN_GM
KETCHIKAN GATEWAY,AK,2018,2070682.725,1602.4856
KETCHIKAN GATEWAY,AK,2019,1713484.8375,1339.532275
KEWAUNEE,WI,2006,1670429.1,1300.13305
KEWAUNEE,WI,2007,1651745.5913625,1290.754827575
KEWAUNEE,WI,2008,1812971.5875,1399.752325
KEWAUNEE,WI,2009,1786571.8125,1375.190375
KEWAUNEE,WI,2010,2096751.7125,1605.133525
KEWAUNEE,WI,2011,2540989.0125,1913.5510749999999
KEWAUNEE,WI,2012,2293541.1675,1735.357855
KEWAUNEE,WI,2013,2313866.1374999997,1740.442325
KEWAUNEE,WI,2014,2252318.8875,1680.239825
KEWAUNEE,WI,2015,2191077.9375,1636.0323749999998
KEWAUNEE,WI,2016,1514782.95,1169.6304499999999
KEWAUNEE,WI,2017,1210479.705,935.92658
KEWAUNEE,WI,2018,966284.55,745.74555
KEWAUNEE,WI,2019,782361.1125,600.931925
KIDDER,ND,2006,254450.43300000002,183.356022
KIDDER,ND,2007,299858.244,221.800796
KIDDER,ND,2008,173127.336,150.026924
KIDDER,ND,2009,96568.20000000001,88.94795
KIDDER,ND,2010,112204.2,101.89445
KIDDER,ND,2011,248311.2,219.6232
KIDDER,ND,2012,252661.27500000002,232.71415000000002
KIDDER,ND,2013,232458.52500000002,195.02965
KIDDER,ND,2014,238809.975,197.34685
KIDDER,ND,2015,275470.5,221.23225
KIDDER,ND,2016,229848.4875,176.84292499999998
KIDDER,ND,2017,207914.55,163.98604999999998
KIDDER,ND,2018,156046.8,121.0833
KIDDER,ND,2019,151267.95,114.0632
KIMBALL,NE,2006,4786911.7125,4709.163624999999
KIMBALL,NE,2007,617804.8125,486.132275
KIMBALL,NE,2008,713648.1,558.55385
KIMBALL,NE,2009,939488.775,713.70525
KIMBALL,NE,2010,978408.9750000001,744.6466
KIMBALL,NE,2011,953060.9625,728.151525
KIMBALL,NE,2012,965544.8625,758.117175
KIMBALL,NE,2013,928906.9875,738.736925
KIMBALL,NE,2014,814453.875,638.0675
KIMBALL,NE,2015,852217.2,644.6774499999999
KIMBALL,NE,2016,940545.8624999999,712.946925
KIMBALL,NE,2017,907515.1124999999,690.6741749999999
KIMBALL,NE,2018,892733.7,676.2289499999999
KIMBALL,NE,2019,751053.0,573.09775
KIMBLE,TX,2006,657083.88,581.77788
KIMBLE,TX,2007,763876.3125,683.3033750000001
KIMBLE,TX,2008,793004.1,752.21335
KIMBLE,TX,2009,756782.49,728.766865
KIMBLE,TX,2010,1183002.607725,1126.98610515
KIMBLE,TX,2011,1400009.55,1326.49655
KIMBLE,TX,2012,1119478.455,1085.6355800000001
KIMBLE,TX,2013,1044341.625,1000.189
KIMBLE,TX,2014,915498.375,888.91715
KIMBLE,TX,2015,682977.375,645.81745
KIMBLE,TX,2016,584264.6625,560.888425
KIMBLE,TX,2017,505017.4125,476.172525
KIMBLE,TX,2018,442624.82999999996,422.00533
KIMBLE,TX,2019,329924.625,315.80475
KING,WA,2006,543243844.687325,397313.87313054997
KING,WA,2007,567933249.6528125,415723.735207875
KING,WA,2008,610097101.8608125,446334.537209125
KING,WA,2009,627960359.0320125,458837.67583317496
KING,WA,2010,647026918.1617125,471777.163447475
KING,WA,2011,640653559.5090375,468466.418816025
KING,WA,2012,611432143.3936125,448163.17505407496
KING,WA,2013,588050045.3088,431191.9411852
KING,WA,2014,592607677.4706,432423.3051754
KING,WA,2015,569079201.0048,412760.18628819997
KING,WA,2016,536045731.4631,387815.4006154
KING,WA,2017,462200554.0617,334407.6490178
KING,WA,2018,388416316.8177,281246.28956179996
KING,WA,2019,335176017.903,242390.16355199998
KING AND QUEEN,VA,2014,605.4000000000001,0.6054
KING GEORGE,VA,2006,1596905.7375,1207.377325
KING GEORGE,VA,2007,1846356.4125,1384.322725
KING GEORGE,VA,2008,1888412.025,1411.2499
KING GEORGE,VA,2009,2114476.6125,1564.8100499999998
KING GEORGE,VA,2010,2549357.625,1865.55225
KING GEORGE,VA,2011,3237649.5525,2425.30849
KING GEORGE,VA,2012,4585543.68,3387.81968
KING GEORGE,VA,2013,5112446.2275,3717.828415
KING GEORGE,VA,2014,4629173.625,3375.19425
KING GEORGE,VA,2015,4792906.755,3437.62288
KING GEORGE,VA,2016,5249236.6425,3733.3672049999996
KING GEORGE,VA,2017,4417236.0375,3139.6114749999997
KING GEORGE,VA,2018,3425506.4924999997,2468.1565549999996
KING GEORGE,VA,2019,3184717.1175,2311.4140549999997
KING WILLIAM,VA,2006,2863174.2525,2181.666885
KING WILLIAM,VA,2007,3673411.4225625,2755.979648375
KING WILLIAM,VA,2008,4127795.733225,3072.17087215
KING WILLIAM,VA,2009,4554560.6625,3354.259225
KING WILLIAM,VA,2010,4597493.175,3396.8555499999998
KING WILLIAM,VA,2011,5079968.8125,3780.155875
KING WILLIAM,VA,2012,5433176.4,4054.8524749999997
KING WILLIAM,VA,2013,5254131.51,3930.44926
KING WILLIAM,VA,2014,5178560.9925,3834.371305
KING WILLIAM,VA,2015,4803662.8575,3526.038295
KING WILLIAM,VA,2016,4560119.5425,3312.751855
KING WILLIAM,VA,2017,3572763.2964000003,2601.3905075999996
KING WILLIAM,VA,2018,3144469.7214,2258.3989076
KING WILLIAM,VA,2019,2713045.5,1947.4344999999998
KINGFISHER,OK,2006,5205886.012,3991.9407079999996
KINGFISHER,OK,2007,6574659.580225,4967.49874015
KINGFISHER,OK,2008,7859654.9188625,6073.476242575
KINGFISHER,OK,2009,9153899.07,7146.142495
KINGFISHER,OK,2010,9873384.3225,7839.248235
KINGFISHER,OK,2011,9673309.383862501,7814.872257575
KINGFISHER,OK,2012,9211803.0645375,7478.808118025
KINGFISHER,OK,2013,9194820.7999875,7599.019848325
KINGFISHER,OK,2014,9729524.3222625,8078.349748175
KINGFISHER,OK,2015,9567238.995000001,7800.9098699999995
KINGFISHER,OK,2016,10950600.862499999,8798.664675
KINGFISHER,OK,2017,11103332.655000001,8847.60418
KINGFISHER,OK,2018,9459074.745,7538.09937
KINGFISHER,OK,2019,8701060.9725,6847.928235
KINGMAN,KS,2006,1823181.075,1496.4101
KINGMAN,KS,2007,2083232.4,1698.63465
KINGMAN,KS,2008,1945923.3375,1622.533375
KINGMAN,KS,2009,1963824.975,1660.04595
KINGMAN,KS,2010,2593029.6375,2154.080825
KINGMAN,KS,2011,2914985.2199999997,2356.241595
KINGMAN,KS,2012,3582366.3713625,2837.718432575
KINGMAN,KS,2013,3493065.4913625,2767.019927575
KINGMAN,KS,2014,3413247.675,2717.3395499999997
KINGMAN,KS,2015,2789414.7824999997,2236.834595
KINGMAN,KS,2016,2169921.0938999997,1739.2946926
KINGMAN,KS,2017,1939652.37,1555.50212
KINGMAN,KS,2018,1911237.1275,1507.6104149999999
KINGMAN,KS,2019,1771877.655,1373.60753
KINGS,CA,2006,22692888.958725,19500.42214515
KINGS,CA,2007,25685434.206225,22310.58405915
KINGS,CA,2008,27157690.635675,23617.14274045
KINGS,CA,2009,30590324.7127125,26702.725908475
KINGS,CA,2010,32887892.3761125,28795.704024075
KINGS,CA,2011,37823580.8890875,32921.473772725
KINGS,CA,2012,43503171.0649875,37315.497113325
KINGS,CA,2013,42217419.856575,36324.22345105
KINGS,CA,2014,39244045.23,33626.083155
KINGS,CA,2015,34444833.9,29517.938850000002
KINGS,CA,2016,32918774.97,28306.99967
KINGS,CA,2017,30646937.6217,26396.4291178
KINGS,CA,2018,27831716.7525,23868.850565
KINGS,CA,2019,24268299.0975,20889.816435
KINGS,NY,2006,214315212.9101875,162673.41381512498
KINGS,NY,2007,249953260.1502875,187842.916111525
KINGS,NY,2008,315070198.3020125,230000.277089675
KINGS,NY,2009,400207597.8764875,285082.219948075
KINGS,NY,2010,468640936.3916625,329308.051065275
KINGS,NY,2011,532816002.002925,371150.01253195
KINGS,NY,2012,519680252.30009997,360057.6618684
KINGS,NY,2013,485008272.4210125,333718.380830675
KINGS,NY,2014,468829622.650125,320511.28674675
KINGS,NY,2015,512855994.2448,348873.8457877
KINGS,NY,2016,504606772.24605,342382.7994707
KINGS,NY,2017,426178584.8376,289126.7840984
KINGS,NY,2018,344382885.237,233729.70777799998
KINGS,NY,2019,276254285.7171,187488.6293114
KINGSBURY,SD,2006,506878.18799999997,405.673142
KINGSBURY,SD,2007,491810.799,393.055266
KINGSBURY,SD,2008,542250.7065,447.719521
KINGSBURY,SD,2009,480989.7,402.9942
KINGSBURY,SD,2010,440969.5875,391.550025
KINGSBURY,SD,2011,565744.3875,486.740325
KINGSBURY,SD,2012,675529.2525,586.66369
KINGSBURY,SD,2013,631009.725,551.8936
KINGSBURY,SD,2014,579145.9875,499.155775
KINGSBURY,SD,2015,560207.475,477.9536
KINGSBURY,SD,2016,582224.7375,490.31107499999996
KINGSBURY,SD,2017,515009.9625,437.126525
KINGSBURY,SD,2018,460063.0125,389.799825
KINGSBURY,SD,2019,439894.72500000003,365.70935
KINNEY,TX,2006,131207.325,121.1217
KINNEY,TX,2007,157764.0,143.644125
KINNEY,TX,2008,205892.0925,181.798655
KINNEY,TX,2009,326726.34,276.61199
KINNEY,TX,2010,273917.04,226.447365
KINNEY,TX,2011,263793.51,244.832535
KINNEY,TX,2012,236432.175,235.087425
KINNEY,TX,2013,251270.55,248.1328
KINNEY,TX,2014,201492.4875,197.794425
KINNEY,TX,2015,175358.5125,170.988075
KINNEY,TX,2016,151138.575,143.74245
KINNEY,TX,2017,100697.325,100.02495
KINNEY,TX,2018,87866.0625,87.081625
KINNEY,TX,2019,72427.05,70.63405
KIOWA,CO,2006,271720.2,204.70695
KIOWA,CO,2007,399367.0875,299.743525
KIOWA,CO,2008,453852.11250000005,340.556925
KIOWA,CO,2009,488587.7625,369.465325
KIOWA,CO,2010,541899.9413625,416.50937757500003
KIOWA,CO,2011,540486.0375,422.932475
KIOWA,CO,2012,456695.7788625,361.674152575
KIOWA,CO,2013,569865.675,440.0973
KIOWA,CO,2014,645526.575,492.00095
KIOWA,CO,2015,601054.95,454.02895
KIOWA,CO,2016,539815.3125,410.831375
KIOWA,CO,2017,583778.0625,444.932625
KIOWA,CO,2018,515471.92500000005,391.97905
KIOWA,CO,2019,489656.4,377.59389999999996
KIOWA,KS,2006,278057.79,248.68661
KIOWA,KS,2007,98279.7225,88.373665
KIOWA,KS,2011,6810.75,6.8107500000000005
KIOWA,KS,2012,282123.2325,231.80716999999999
KIOWA,KS,2013,678167.835,493.71295999999995
KIOWA,KS,2014,795154.3125,584.5888749999999
KIOWA,KS,2015,1008011.8875,726.8470749999999
KIOWA,KS,2016,1497733.65,1064.2759
KIOWA,KS,2017,1290230.775,932.7513999999999
KIOWA,KS,2018,1061158.9875,772.0153250000001
KIOWA,KS,2019,693360.0825,521.882045
KIOWA,OK,2006,3022799.93,2504.175555
KIOWA,OK,2007,2954006.8818125,2485.062912875
KIOWA,OK,2008,3180596.730225,2745.83151515
KIOWA,OK,2009,3840831.5147625,3233.295003175
KIOWA,OK,2010,4423084.8834,3665.3100106
KIOWA,OK,2011,5965784.0513625005,4901.8924625750005
KIOWA,OK,2012,6629290.9915875,5405.814737725
KIOWA,OK,2013,6590839.2349875,5341.535533325
KIOWA,OK,2014,6702858.4693125,5382.574962875
KIOWA,OK,2015,5582578.9350000005,4440.66206
KIOWA,OK,2016,5274479.31,4053.8945599999997
KIOWA,OK,2017,4066166.3475,3154.313785
KIOWA,OK,2018,2659718.9625,2061.417275
KIOWA,OK,2019,2339978.145,1817.54277
KIT CARSON,CO,2006,481088.85,401.7486
KIT CARSON,CO,2007,690283.875,555.94335
KIT CARSON,CO,2008,785718.1125,625.267025
KIT CARSON,CO,2009,779956.95,637.77205
KIT CARSON,CO,2010,785023.2,646.245
KIT CARSON,CO,2011,746392.3125,605.305625
KIT CARSON,CO,2012,826246.35,678.7721
KIT CARSON,CO,2013,834362.1375,668.845825
KIT CARSON,CO,2014,923378.2875,723.346725
KIT CARSON,CO,2015,978480.5249999999,773.8543999999999
KIT CARSON,CO,2016,1011679.6875,809.4068749999999
KIT CARSON,CO,2017,1080085.6125,887.450175
KIT CARSON,CO,2018,1185463.65,957.7526499999999
KIT CARSON,CO,2019,1296759.195,1009.20682
KITSAP,WA,2006,64937920.7352625,47941.001164174995
KITSAP,WA,2007,68982768.546975,50598.300394649996
KITSAP,WA,2008,76887561.52725,56129.9070715
KITSAP,WA,2009,81172539.10155,59443.908217699995
KITSAP,WA,2010,88695500.2354125,64997.759300275
KITSAP,WA,2011,88446101.539275,64979.26155285
KITSAP,WA,2012,86996275.807425,63643.49778495
KITSAP,WA,2013,79082530.3819875,57978.758541325
KITSAP,WA,2014,76851328.04655,56436.607562699995
KITSAP,WA,2015,79609514.1387,57979.85714579999
KITSAP,WA,2016,76661014.34369999,55868.7331758
KITSAP,WA,2017,68969178.8724,50290.253731599994
KITSAP,WA,2018,57964199.5776,42346.7479084
KITSAP,WA,2019,51095114.4468,37415.5094312
KITTITAS,WA,2006,9093796.4048625,6810.2503865749995
KITTITAS,WA,2007,9212142.1125,6942.876775
KITTITAS,WA,2008,10141969.2,7614.4223
KITTITAS,WA,2009,9829297.6613625,7463.194997574999
KITTITAS,WA,2010,10529184.5175,7968.3098549999995
KITTITAS,WA,2011,11842114.0838625,8976.683332575
KITTITAS,WA,2012,11999087.3025,9045.36634
KITTITAS,WA,2013,12650256.42,9527.92622
KITTITAS,WA,2014,12935144.5163625,9747.354777575
KITTITAS,WA,2015,13293905.8875,9891.128074999999
KITTITAS,WA,2016,13175752.8,9708.987299999999
KITTITAS,WA,2017,11481196.02,8501.49897
KITTITAS,WA,2018,9085610.8575,6777.459545
KITTITAS,WA,2019,8322235.0875,6179.488025000001
KITTSON,MN,2006,145304.658,122.39747200000001
KITTSON,MN,2007,159901.266,133.137544
KITTSON,MN,2008,228357.22350000002,182.508149
KITTSON,MN,2009,367611.15,289.1674
KITTSON,MN,2010,460468.5,352.8885
KITTSON,MN,2011,512139.9,425.62765
KITTSON,MN,2012,466666.275,392.03265
KITTSON,MN,2013,525222.975,438.4866
KITTSON,MN,2014,561258.4125,446.618475
KITTSON,MN,2015,595800.375,455.72225
KITTSON,MN,2016,509074.5,405.977
KITTSON,MN,2017,466044.67500000005,366.0401
KITTSON,MN,2018,397648.05000000005,320.9973
KITTSON,MN,2019,378839.28750000003,296.24922499999997
KLAMATH,OR,2006,19683053.6715,16244.673846000002
KLAMATH,OR,2007,21763569.255,17710.76461
KLAMATH,OR,2008,24612499.9838625,20045.490757575
KLAMATH,OR,2009,26050467.45795,20924.601315300002
KLAMATH,OR,2010,27927211.2497625,22599.826363175
KLAMATH,OR,2011,28299400.875225,23067.32956015
KLAMATH,OR,2012,28715463.312037498,23295.455228025
KLAMATH,OR,2013,26701729.9434,21855.8702456
KLAMATH,OR,2014,27068199.7763625,21969.699587575
KLAMATH,OR,2015,26205998.437799998,21092.9150852
KLAMATH,OR,2016,25871609.625,20644.7905
KLAMATH,OR,2017,22273156.41,17863.54186
KLAMATH,OR,2018,18941429.79,15220.41689
KLAMATH,OR,2019,16873077.4575,13534.668345
KLEBERG,TX,2006,2185732.2775,2052.535215
KLEBERG,TX,2007,3301709.3880000003,3141.032782
KLEBERG,TX,2008,3688441.902,3491.359978
KLEBERG,TX,2009,4067473.5675,3839.650505
KLEBERG,TX,2010,4539808.020225,4294.06970515
KLEBERG,TX,2011,5575803.48,5290.62683
KLEBERG,TX,2012,5882105.655,5580.164455
KLEBERG,TX,2013,6135177.2775,5864.99459
KLEBERG,TX,2014,5294662.38,5061.12413
KLEBERG,TX,2015,3231392.5875,3013.8792750000002
KLEBERG,TX,2016,3167716.02,2920.28202
KLEBERG,TX,2017,2933263.8225000002,2708.354385
KLEBERG,TX,2018,2513375.58,2386.96908
KLEBERG,TX,2019,2171218.275,2043.2429
KLICKITAT,WA,2006,1997275.6695,1626.145113
KLICKITAT,WA,2007,2517741.4875,1988.963625
KLICKITAT,WA,2008,2561161.0538625,2022.147802575
KLICKITAT,WA,2009,2843284.125,2240.70165
KLICKITAT,WA,2010,2623563.15,2076.9671
KLICKITAT,WA,2011,2797216.3875,2215.186175
KLICKITAT,WA,2012,3178000.815,2494.867815
KLICKITAT,WA,2013,3533435.3740875,2719.771682725
KLICKITAT,WA,2014,3084147.1125,2389.471675
KLICKITAT,WA,2015,2680167.6189,2103.7254926
KLICKITAT,WA,2016,2658815.4375,2089.874125
KLICKITAT,WA,2017,2226942.9,1758.52165
KLICKITAT,WA,2018,2029195.1328,1620.1817552
KLICKITAT,WA,2019,1788666.7125,1423.455025
KNOTT,KY,2006,2148380.225,1887.388025
KNOTT,KY,2007,2978871.29,2613.8853900000004
KNOTT,KY,2008,3648720.9975,3173.016035
KNOTT,KY,2009,4490033.505,3906.18788
KNOTT,KY,2010,5797110.5325,4883.689095
KNOTT,KY,2011,7455811.9540874995,6108.506637725
KNOTT,KY,2012,8228805.4725,6645.92266
KNOTT,KY,2013,7405687.17,6113.83067
KNOTT,KY,2014,7123196.1,5838.06335
KNOTT,KY,2015,6031662.96,4872.93671
KNOTT,KY,2016,6222452.1375,4981.584075
KNOTT,KY,2017,5851807.574999999,4658.610900000001
KNOTT,KY,2018,5740500.1875,4548.939625
KNOTT,KY,2019,5569266.78,4409.19578
KNOX,IL,2006,11824025.586,9819.862824
KNOX,IL,2007,12830508.2018625,10712.175384575
KNOX,IL,2008,13582561.08195,11442.7736363
KNOX,IL,2009,13147772.01,11241.095809999999
KNOX,IL,2010,13184039.97,11545.731045
KNOX,IL,2011,13086235.7213625,11738.736357575
KNOX,IL,2012,14087931.13545,12610.9768803
KNOX,IL,2013,14114435.685,12717.91281
KNOX,IL,2014,14256882.450225,12852.64201015
KNOX,IL,2015,13670498.5353,12322.961720199999
KNOX,IL,2016,13808819.1195,12471.053863000001
KNOX,IL,2017,12619411.875,11404.878499999999
KNOX,IL,2018,10092151.102500001,9178.729665
KNOX,IL,2019,8150976.8775,7462.801065
KNOX,IN,2006,14528773.64545,12787.028510299999
KNOX,IN,2007,16918498.1292125,14881.067279474999
KNOX,IN,2008,17744833.535350002,15643.0712869
KNOX,IN,2009,18965720.94225,16786.2079665
KNOX,IN,2010,20135584.1193,17732.9700362
KNOX,IN,2011,22675653.2374875,20061.943773325
KNOX,IN,2012,25914933.17385,22625.4269709
KNOX,IN,2013,24647262.1059,21512.9329706
KNOX,IN,2014,21709752.687712498,18551.142858475
KNOX,IN,2015,20230848.756,17065.529924
KNOX,IN,2016,20348693.8338,16892.2065492
KNOX,IN,2017,20230828.2462,16579.2186108
KNOX,IN,2018,17444497.1037,14290.7811558
KNOX,IN,2019,15616354.219800001,12756.010523199999
KNOX,KY,2006,13656460.431,11532.892506
KNOX,KY,2007,13141482.294725,11353.65656815
KNOX,KY,2008,14488432.55895,12449.6409943
KNOX,KY,2009,14216891.25,12340.965
KNOX,KY,2010,15604661.7375,13386.519025
KNOX,KY,2011,16351434.1913625,14146.253277575
KNOX,KY,2012,15837895.6875,13635.441724999999
KNOX,KY,2013,12434840.3625,11071.555225
KNOX,KY,2014,11922440.182725001,10389.215805150001
KNOX,KY,2015,10169260.6614,8473.0227976
KNOX,KY,2016,10421757.1125,8623.938425
KNOX,KY,2017,10236631.7139,8612.8534626
KNOX,KY,2018,10137093.0,8397.43475
KNOX,KY,2019,9917236.365,8237.86774
KNOX,ME,2006,12278467.125,9313.43432
KNOX,ME,2007,13491706.224675,10237.97755145
KNOX,ME,2008,14816423.594999999,11175.356215
KNOX,ME,2009,14890088.497499999,11161.74671
KNOX,ME,2010,14712885.307500001,11052.31892
KNOX,ME,2011,14043811.080675,10622.56478545
KNOX,ME,2012,15668965.043625,11677.14840575
KNOX,ME,2013,16588365.038624998,12288.37652575
KNOX,ME,2014,14962733.1577125,11027.754328474999
KNOX,ME,2015,13970064.9354,10217.7332336
KNOX,ME,2016,11790172.8432,8616.0983888
KNOX,ME,2017,8643107.0379,6374.5948986
KNOX,ME,2018,8286317.645400001,6092.5511936
KNOX,ME,2019,7275159.3279,5350.903188599999
KNOX,MO,2006,608.4270000000001,0.608427
KNOX,MO,2007,302.70000000000005,0.3027
KNOX,MO,2012,56921.928862500004,46.171302575
KNOX,MO,2013,263168.1375,214.645075
KNOX,MO,2014,522118.5,427.53774999999996
KNOX,MO,2015,453038.8875,348.036325
KNOX,MO,2016,478143.225,370.87699999999995
KNOX,MO,2017,461807.53500000003,357.14115999999996
KNOX,MO,2018,229205.9175,183.820605
KNOX,MO,2019,241626.73500000002,188.50911
KNOX,NE,2006,1234561.9875,950.9320749999999
KNOX,NE,2007,1422828.5625,1103.7870249999999
KNOX,NE,2008,1468688.25,1149.4447
KNOX,NE,2009,1570090.3275000001,1247.46239
KNOX,NE,2010,1625372.5125000002,1295.572575
KNOX,NE,2011,1743164.2125,1367.642775
KNOX,NE,2012,1807381.575,1453.4882
KNOX,NE,2013,1480663.8,1227.40255
KNOX,NE,2014,1439468.7,1177.6907
KNOX,NE,2015,1435715.43,1156.0074299999999
KNOX,NE,2016,1153726.7625,935.989325
KNOX,NE,2017,857614.665,719.32954
KNOX,NE,2018,782227.0575,655.439545
KNOX,NE,2019,665747.235,551.2193599999999
KNOX,OH,2006,15686998.193500001,11572.792179
KNOX,OH,2007,17954300.1743625,13387.632499575
KNOX,OH,2008,22782723.1035,16785.002589
KNOX,OH,2009,24703526.01,18167.95136
KNOX,OH,2010,29071057.875,21228.78965
KNOX,OH,2011,29158493.835225,21450.55847015
KNOX,OH,2012,22916066.550675,17255.94598045
KNOX,OH,2013,20429106.915225,15465.98560015
KNOX,OH,2014,21286922.1909,16041.1114306
KNOX,OH,2015,19769626.5609,14724.908415599999
KNOX,OH,2016,19166018.9073,14110.9311482
KNOX,OH,2017,15409317.1248,11300.373053199999
KNOX,OH,2018,12744234.1995,9305.969442999998
KNOX,OH,2019,10638166.095,7818.44947
KNOX,TN,2006,388623550.4655875,286533.214879725
KNOX,TN,2007,467663833.646,340513.022899
KNOX,TN,2008,511930497.400175,369503.14556345
KNOX,TN,2009,521448671.2897125,376665.746496475
KNOX,TN,2010,558885839.3433375,400675.166462225
KNOX,TN,2011,594115436.9693625,424678.700586575
KNOX,TN,2012,554235456.5153625,396107.82019857503
KNOX,TN,2013,384677326.709025,280472.71828435
KNOX,TN,2014,319922837.6710875,235601.188715725
KNOX,TN,2015,282135873.0549,207730.17172659998
KNOX,TN,2016,241491919.08630002,178321.5441442
KNOX,TN,2017,212259168.00059998,157121.47167539998
KNOX,TN,2018,184406532.6549,136122.0795466
KNOX,TN,2019,161823162.5337,119981.93041079999
KNOX,TX,2006,720506.55,640.71825
KNOX,TX,2007,749030.75,684.707
KNOX,TX,2008,1075744.575,920.4261
KNOX,TX,2009,1279589.805,1077.65318
KNOX,TX,2010,1066940.88,921.483755
KNOX,TX,2011,1119974.64,977.655265
KNOX,TX,2012,519719.2125,442.284025
KNOX,TX,2013,745244.5125,652.5688250000001
KNOX,TX,2014,764942.4579375,647.387438625
KNOX,TX,2015,521220.7281,437.9877854
KNOX,TX,2016,396279.04500000004,355.71242
KNOX,TX,2017,309182.1375,276.347825
KNOX,TX,2018,281554.35,263.1761
KNOX,TX,2019,302943.825,270.625
KODIAK ISLAND,AK,2006,1642532.85,1292.5841
KODIAK ISLAND,AK,2007,1720868.2875,1347.6329250000001
KODIAK ISLAND,AK,2008,1930759.125,1507.387
KODIAK ISLAND,AK,2009,2119388.8875,1616.3403250000001
KODIAK ISLAND,AK,2010,2027780.4,1583.1164
KODIAK ISLAND,AK,2011,2143341.9000000004,1657.88715
KODIAK ISLAND,AK,2012,2254105.7288625,1702.3173525749999
KODIAK ISLAND,AK,2013,2006934.1875,1515.540125
KODIAK ISLAND,AK,2014,1698501.2249999999,1272.88785
KODIAK ISLAND,AK,2015,1511003.175,1117.21555
KODIAK ISLAND,AK,2016,1673225.1375,1221.277075
KODIAK ISLAND,AK,2017,1354519.725,996.1438499999999
KODIAK ISLAND,AK,2018,1039473.975,756.85235
KODIAK ISLAND,AK,2019,925860.3375,668.901025
KOOCHICHING,MN,2006,3383550.2355,2625.988022
KOOCHICHING,MN,2007,2951815.9499999997,2390.29515
KOOCHICHING,MN,2008,3398514.225,2701.26145
KOOCHICHING,MN,2009,3251277.1875,2625.856375
KOOCHICHING,MN,2010,3512542.0163625004,2814.512077575
KOOCHICHING,MN,2011,3887722.8,3057.11555
KOOCHICHING,MN,2012,3942216.7125,3066.000025
KOOCHICHING,MN,2013,3750371.175,2950.9173
KOOCHICHING,MN,2014,3294867.3375,2618.794275
KOOCHICHING,MN,2015,3361654.0875,2639.859525
KOOCHICHING,MN,2016,3336880.3125,2587.0701249999997
KOOCHICHING,MN,2017,2937472.5374999996,2256.0204750000003
KOOCHICHING,MN,2018,2443273.5225,1892.934585
KOOCHICHING,MN,2019,2071312.3425000003,1619.140155
KOOTENAI,ID,2006,38871392.69045,31367.230230299996
KOOTENAI,ID,2007,42116838.61585,33926.492136400004
KOOTENAI,ID,2008,44322403.849,36010.611266
KOOTENAI,ID,2009,47377596.288674995,38518.67406845
KOOTENAI,ID,2010,48791399.6036625,39869.556956775
KOOTENAI,ID,2011,50389887.7320375,41724.728948025004
KOOTENAI,ID,2012,52616500.4793,43485.6538962
KOOTENAI,ID,2013,51913247.375625,43020.26523775
KOOTENAI,ID,2014,55000530.6445125,45319.508219675
KOOTENAI,ID,2015,54556338.3303,44802.3484702
KOOTENAI,ID,2016,52711269.0738,43245.9008892
KOOTENAI,ID,2017,49445083.123500004,40586.025554
KOOTENAI,ID,2018,42000910.005600005,34474.597875399995
KOOTENAI,ID,2019,37735252.755600005,31139.0145504
KOSCIUSKO,IN,2006,13597111.535500001,10661.907037
KOSCIUSKO,IN,2007,17552121.1605,13731.713817
KOSCIUSKO,IN,2008,19633049.826,15383.357594
KOSCIUSKO,IN,2009,22373608.470225,17555.58568015
KOSCIUSKO,IN,2010,24939813.07545,19567.6559703
KOSCIUSKO,IN,2011,27101957.798175,21491.66021545
KOSCIUSKO,IN,2012,30300236.3640375,23665.250241024998
KOSCIUSKO,IN,2013,28269377.8879125,22018.356215275
KOSCIUSKO,IN,2014,28108109.964525,21633.89899135
KOSCIUSKO,IN,2015,28344313.0839,21656.923532599998
KOSCIUSKO,IN,2016,26123108.235,19964.82561
KOSCIUSKO,IN,2017,21184896.3225,16243.052135
KOSCIUSKO,IN,2018,17192395.605,13243.98548
KOSCIUSKO,IN,2019,15356529.585,11826.33671
KOSSUTH,IA,2006,1699163.9475,1380.011235
KOSSUTH,IA,2007,2168449.6125,1735.014275
KOSSUTH,IA,2008,2119050.075,1704.5533
KOSSUTH,IA,2009,1752877.4625,1475.522775
KOSSUTH,IA,2010,2226743.25,1811.66375
KOSSUTH,IA,2011,2675683.4775,2196.61629
KOSSUTH,IA,2012,2840052.525,2325.7753000000002
KOSSUTH,IA,2013,2857922.7375,2326.186175
KOSSUTH,IA,2014,2489755.425,2048.4533
KOSSUTH,IA,2015,2391881.8875,1937.244325
KOSSUTH,IA,2016,2160511.05,1739.15605
KOSSUTH,IA,2017,2032509.3375,1603.422025
KOSSUTH,IA,2018,1822680.1575000002,1442.003845
KOSSUTH,IA,2019,1909232.2875,1497.6267249999999
LA CROSSE,WI,2006,29517874.9028125,22572.374421875
LA CROSSE,WI,2007,33996123.494,26010.733396
LA CROSSE,WI,2008,36418032.044,27799.906186
LA CROSSE,WI,2009,37449078.1238625,28766.258872575
LA CROSSE,WI,2010,38305966.0725,29529.701735
LA CROSSE,WI,2011,38033185.1625,29638.560875
LA CROSSE,WI,2012,38157367.4888625,29800.157037574998
LA CROSSE,WI,2013,37648546.38795,29317.1100203
LA CROSSE,WI,2014,35946899.1038625,28078.191502575
