GISJOIN,YEAR,AREANAME,STATEFP,COUNTYFP,STATE,STATEA,COUNTY,COUNTYA,DATAFLAG,NOTECODE,AGWD001
"G0100610","2006","Geneva, AL","1","061","Alabama","010","Geneva","0610","0","0",25749
"G0100630","2006","Greene, AL","1","063","Alabama","010","Greene","0630","0","0",9153
"G0100650","2006","Hale, AL","1","065","Alabama","010","Hale","0650","0","0",17883
"G0100670","2006","Henry, AL","1","067","Alabama","010","Henry","0670","0","0",16505
"G0100690","2006","Houston, AL","1","069","Alabama","010","Houston","0690","0","0",95204
"G0100710","2006","Jackson, AL","1","071","Alabama","010","Jackson","0710","0","0",53003
"G0100730","2006","Jefferson, AL","1","073","Alabama","010","Jefferson","0730","0","0",659403
"G0100750","2006","Lamar, AL","1","075","Alabama","010","Lamar","0750","0","0",14441
"G0100770","2006","Lauderdale, AL","1","077","Alabama","010","Lauderdale","0770","0","0",87943
"G0100790","2006","Lawrence, AL","1","079","Alabama","010","Lawrence","0790","0","0",33911
"G0100810","2006","Lee, AL","1","081","Alabama","010","Lee","0810","0","0",127925
"G0100830","2006","Limestone, AL","1","083","Alabama","010","Limestone","0830","0","0",71730
"G0100850","2006","Lowndes, AL","1","085","Alabama","010","Lowndes","0850","0","0",12740
"G0100870","2006","Macon, AL","1","087","Alabama","010","Macon","0870","0","0",22547
"G0100890","2006","Madison, AL","1","089","Alabama","010","Madison","0890","0","0",306017
"G0100910","2006","Marengo, AL","1","091","Alabama","010","Marengo","0910","0","0",21246
"G0100930","2006","Marion, AL","1","093","Alabama","010","Marion","0930","0","0",29654
"G0100950","2006","Marshall, AL","1","095","Alabama","010","Marshall","0950","0","0",86247
"G0100970","2006","Mobile, AL","1","097","Alabama","010","Mobile","0970","0","0",401629
"G0100990","2006","Monroe, AL","1","099","Alabama","010","Monroe","0990","0","0",22968
"G0101010","2006","Montgomery, AL","1","101","Alabama","010","Montgomery","1010","0","0",225286
"G0101030","2006","Morgan, AL","1","103","Alabama","010","Morgan","1030","0","0",113875
"G0101050","2006","Perry, AL","1","105","Alabama","010","Perry","1050","0","0",10581
"G0101070","2006","Pickens, AL","1","107","Alabama","010","Pickens","1070","0","0",19735
"G0101090","2006","Pike, AL","1","109","Alabama","010","Pike","1090","0","0",29957
"G0101110","2006","Randolph, AL","1","111","Alabama","010","Randolph","1110","0","0",22457
"G0101130","2006","Russell, AL","1","113","Alabama","010","Russell","1130","0","0",49642
"G0101150","2006","St. Clair, AL","1","115","Alabama","010","St Clair","1150","0","0",74934
"G0101170","2006","Shelby, AL","1","117","Alabama","010","Shelby","1170","0","0",178289
"G0101190","2006","Sumter, AL","1","119","Alabama","010","Sumter","1190","0","0",13504
"G0101210","2006","Talladega, AL","1","121","Alabama","010","Talladega","1210","0","0",80072
"G0101230","2006","Tallapoosa, AL","1","123","Alabama","010","Tallapoosa","1230","0","0",40701
"G0101250","2006","Tuscaloosa, AL","1","125","Alabama","010","Tuscaloosa","1250","0","0",175339
"G0101270","2006","Walker, AL","1","127","Alabama","010","Walker","1270","0","0",68973
"G0101290","2006","Washington, AL","1","129","Alabama","010","Washington","1290","0","0",17384
"G0101310","2006","Wilcox, AL","1","131","Alabama","010","Wilcox","1310","0","0",12621
"G0101330","2006","Winston, AL","1","133","Alabama","010","Winston","1330","0","0",24267
"G0200130","2006","Aleutians East, AK","2","013","Alaska","020","Aleutians East","0130","0","0",2610
"G0200160","2006","Aleutians West, AK","2","016","Alaska","020","Aleutians West","0160","0","0",4939
"G0200200","2006","Anchorage, AK","2","020","Alaska","020","Anchorage","0200","0","0",279362
"G0200500","2006","Bethel, AK","2","050","Alaska","020","Bethel","0500","0","0",17097
"G0200600","2006","Bristol Bay, AK","2","060","Alaska","020","Bristol Bay Borough","0600","0","0",1030
"G0200680","2006","Denali, AK","2","068","Alaska","020","Denali","0680","0","0",1849
"G0200700","2006","Dillingham, AK","2","070","Alaska","020","Dillingham","0700","0","0",4942
"G0200900","2006","Fairbanks North Star, AK","2","090","Alaska","020","Fairbanks North Star","0900","0","0",94803
"G0201000","2006","Haines, AK","2","100","Alaska","020","Haines","1000","0","0",2212
"G0201050","2006","Hoonah-Angoon, AK","2","105","Alaska","020","Hoonah-Angoon","1050","1 - Data for another unit not enumerated separately are included with this unit","5047",3108
"G0201100","2006","Juneau, AK","2","110","Alaska","020","Juneau","1100","0","0",30677
"G0201220","2006","Kenai Peninsula, AK","2","122","Alaska","020","Kenai Peninsula","1220","0","0",52117
"G0201300","2006","Ketchikan Gateway, AK","2","130","Alaska","020","Ketchikan Gateway","1300","17 - Population count may be based on different boundaries than birth and death counts. Rates are suspect.","9024",13315
"G0201500","2006","Kodiak Island, AK","2","150","Alaska","020","Kodiak Island","1500","0","0",12992
"G0201640","2006","Lake and Peninsula, AK","2","164","Alaska","020","Lake and Peninsula","1640","0","0",1521
"G0201700","2006","Matanuska-Susitna, AK","2","170","Alaska","020","Matanuska-Susitna","1700","0","0",79450
"G0201800","2006","Nome, AK","2","180","Alaska","020","Nome","1800","0","0",9262
"G0201850","2006","North Slope, AK","2","185","Alaska","020","North Slope","1850","0","0",6604
"G0201880","2006","Northwest Arctic, AK","2","188","Alaska","020","Northwest Arctic","1880","0","0",7449
"G0201950","2006","Petersburg, AK","2","195","Alaska","020","Petersburg","1950","1 - Data for another unit not enumerated separately are included with this unit","5090",5982
"G0201980","2006","Prince of Wales-Hyder, AK","2","198","Alaska","020","Prince of Wales-Hyder","1980","17 - Population count may be based on different boundaries than birth and death counts. Rates are suspect.","9024",5635
"G0202200","2006","Sitka, AK","2","220","Alaska","020","Sitka","2200","0","0",8981
"G0202300","2006","Skagway, AK","2","230","Alaska","020","Skagway","2300","2 - Data for this unit are not enumerated separately and are included with another unit","5047",0
"G0202400","2006","Southeast Fairbanks, AK","2","240","Alaska","020","Southeast Fairbanks","2400","0","0",6694
"G0202610","2006","Valdez-Cordova, AK","2","261","Alaska","020","Valdez-Cordova","2610","0","0",9716
"G0202700","2006","Wade Hampton, AK","2","270","Alaska","020","Wade Hampton","2700","0","0",7473
"G0202750","2006","Wrangell, AK","2","275","Alaska","020","Wrangell","2750","2 - Data for this unit are not enumerated separately and are included with another unit","5090",0
"G0202820","2006","Yakutat, AK","2","282","Alaska","020","Yakutat","2820","0","0",665
"G0202900","2006","Yukon-Koyukuk, AK","2","290","Alaska","020","Yukon-Koyukuk","2900","0","0",5816
"G0400010","2006","Apache, AZ","4","001","Arizona","040","Apache","0010","0","0",69310
"G0400030","2006","Cochise, AZ","4","003","Arizona","040","Cochise","0030","0","0",126708
"G0400050","2006","Coconino, AZ","4","005","Arizona","040","Coconino","0050","0","0",125966
"G0400070","2006","Gila, AZ","4","007","Arizona","040","Gila","0070","0","0",51435
"G0400090","2006","Graham, AZ","4","009","Arizona","040","Graham","0090","0","0",33372
"G0400110","2006","Greenlee, AZ","4","011","Arizona","040","Greenlee","0110","0","0",7448
"G0400120","2006","La Paz, AZ","4","012","Arizona","040","La Paz","0120","0","0",19958
"G0400130","2006","Maricopa, AZ","4","013","Arizona","040","Maricopa","0130","0","0",3766461
"G0400150","2006","Mohave, AZ","4","015","Arizona","040","Mohave","0150","0","0",192567
"G0400170","2006","Navajo, AZ","4","017","Arizona","040","Navajo","0170","0","0",108939
"G0400190","2006","Pima, AZ","4","019","Arizona","040","Pima","0190","0","0",974121
"G0400210","2006","Pinal, AZ","4","021","Arizona","040","Pinal","0210","0","0",268715
"G0400230","2006","Santa Cruz, AZ","4","023","Arizona","040","Santa Cruz","0230","0","0",41838
"G0400250","2006","Yavapai, AZ","4","025","Arizona","040","Yavapai","0250","0","0",206300
"G0400270","2006","Yuma, AZ","4","027","Arizona","040","Yuma","0270","0","0",185113
"G0500010","2006","Arkansas, AR","5","001","Arkansas","050","Arkansas","0010","0","0",19663
"G0500030","2006","Ashley, AR","5","003","Arkansas","050","Ashley","0030","0","0",22551
"G0500050","2006","Baxter, AR","5","005","Arkansas","050","Baxter","0050","0","0",41099
"G0500070","2006","Benton, AR","5","007","Arkansas","050","Benton","0070","0","0",194658
"G0500090","2006","Boone, AR","5","009","Arkansas","050","Boone","0090","0","0",35922
"G0500110","2006","Bradley, AR","5","011","Arkansas","050","Bradley","0110","0","0",11963
"G0500130","2006","Calhoun, AR","5","013","Arkansas","050","Calhoun","0130","0","0",5553
"G0500150","2006","Carroll, AR","5","015","Arkansas","050","Carroll","0150","0","0",27056
"G0500170","2006","Chicot, AR","5","017","Arkansas","050","Chicot","0170","0","0",12499
"G0500190","2006","Clark, AR","5","019","Arkansas","050","Clark","0190","0","0",23416
"G0500210","2006","Clay, AR","5","021","Arkansas","050","Clay","0210","0","0",16336
"G0500230","2006","Cleburne, AR","5","023","Arkansas","050","Cleburne","0230","0","0",25174
"G0500250","2006","Cleveland, AR","5","025","Arkansas","050","Cleveland","0250","0","0",8675
"G0500270","2006","Columbia, AR","5","027","Arkansas","050","Columbia","0270","0","0",24595
"G0500290","2006","Conway, AR","5","029","Arkansas","050","Conway","0290","0","0",20477
"G0500310","2006","Craighead, AR","5","031","Arkansas","050","Craighead","0310","0","0",89563
"G0500330","2006","Crawford, AR","5","033","Arkansas","050","Crawford","0330","0","0",58032
"G0500350","2006","Crittenden, AR","5","035","Arkansas","050","Crittenden","0350","0","0",51781
"G0500370","2006","Cross, AR","5","037","Arkansas","050","Cross","0370","0","0",18926
"G0500390","2006","Dallas, AR","5","039","Arkansas","050","Dallas","0390","0","0",8338
"G0500410","2006","Desha, AR","5","041","Arkansas","050","Desha","0410","0","0",14043
"G0500430","2006","Drew, AR","5","043","Arkansas","050","Drew","0430","0","0",18738
"G0500450","2006","Faulkner, AR","5","045","Arkansas","050","Faulkner","0450","0","0",102011
"G0500470","2006","Franklin, AR","5","047","Arkansas","050","Franklin","0470","0","0",18041
"G0500490","2006","Fulton, AR","5","049","Arkansas","050","Fulton","0490","0","0",11615
"G0500510","2006","Garland, AR","5","051","Arkansas","050","Garland","0510","0","0",95127
"G0500530","2006","Grant, AR","5","053","Arkansas","050","Grant","0530","0","0",17416
"G0500550","2006","Greene, AR","5","055","Arkansas","050","Greene","0550","0","0",39892
"G0500570","2006","Hempstead, AR","5","057","Arkansas","050","Hempstead","0570","0","0",23062
"G0500590","2006","Hot Spring, AR","5","059","Arkansas","050","Hot Spring","0590","0","0",31598
"G0500610","2006","Howard, AR","5","061","Arkansas","050","Howard","0610","0","0",14117
"G0500630","2006","Independence, AR","5","063","Arkansas","050","Independence","0630","0","0",34393
"G0500650","2006","Izard, AR","5","065","Arkansas","050","Izard","0650","0","0",13082
"G0500670","2006","Jackson, AR","5","067","Arkansas","050","Jackson","0670","0","0",17290
"G0500690","2006","Jefferson, AR","5","069","Arkansas","050","Jefferson","0690","0","0",80239
"G0500710","2006","Johnson, AR","5","071","Arkansas","050","Johnson","0710","0","0",24214
"G0500730","2006","Lafayette, AR","5","073","Arkansas","050","Lafayette","0730","0","0",7772
"G0500750","2006","Lawrence, AR","5","075","Arkansas","050","Lawrence","0750","0","0",16797
"G0500770","2006","Lee, AR","5","077","Arkansas","050","Lee","0770","0","0",11010
"G0500790","2006","Lincoln, AR","5","079","Arkansas","050","Lincoln","0790","0","0",13814
"G0500810","2006","Little River, AR","5","081","Arkansas","050","Little River","0810","0","0",12908
"G0500830","2006","Logan, AR","5","083","Arkansas","050","Logan","0830","0","0",22539
"G0500850","2006","Lonoke, AR","5","085","Arkansas","050","Lonoke","0850","0","0",61849
"G0500870","2006","Madison, AR","5","087","Arkansas","050","Madison","0870","0","0",15170
"G0500890","2006","Marion, AR","5","089","Arkansas","050","Marion","0890","0","0",16531
"G0500910","2006","Miller, AR","5","091","Arkansas","050","Miller","0910","0","0",42713
"G0500930","2006","Mississippi, AR","5","093","Arkansas","050","Mississippi","0930","0","0",46768
"G0500950","2006","Monroe, AR","5","095","Arkansas","050","Monroe","0950","0","0",8892
"G0500970","2006","Montgomery, AR","5","097","Arkansas","050","Montgomery","0970","0","0",9052
"G0500990","2006","Nevada, AR","5","099","Arkansas","050","Nevada","0990","0","0",9423
"G0501010","2006","Newton, AR","5","101","Arkansas","050","Newton","1010","0","0",8365
"G0501030","2006","Ouachita, AR","5","103","Arkansas","050","Ouachita","1030","0","0",26324
"G0501050","2006","Perry, AR","5","105","Arkansas","050","Perry","1050","0","0",10238
"G0501070","2006","Phillips, AR","5","107","Arkansas","050","Phillips","1070","0","0",22550
"G0501090","2006","Pike, AR","5","109","Arkansas","050","Pike","1090","0","0",10762
"G0501110","2006","Poinsett, AR","5","111","Arkansas","050","Poinsett","1110","0","0",24888
"G0501130","2006","Polk, AR","5","113","Arkansas","050","Polk","1130","0","0",20195
"G0501150","2006","Pope, AR","5","115","Arkansas","050","Pope","1150","0","0",58379
"G0501170","2006","Prairie, AR","5","117","Arkansas","050","Prairie","1170","0","0",8845
"G0501190","2006","Pulaski, AR","5","119","Arkansas","050","Pulaski","1190","0","0",372157
"G0501210","2006","Randolph, AR","5","121","Arkansas","050","Randolph","1210","0","0",18174
"G0501230","2006","St. Francis, AR","5","123","Arkansas","050","St Francis","1230","0","0",27135
"G0501250","2006","Saline, AR","5","125","Arkansas","050","Saline","1250","0","0",92942
"G0501270","2006","Scott, AR","5","127","Arkansas","050","Scott","1270","0","0",11177
"G0501290","2006","Searcy, AR","5","129","Arkansas","050","Searcy","1290","0","0",8043
"G0501310","2006","Sebastian, AR","5","131","Arkansas","050","Sebastian","1310","0","0",120019
"G0501330","2006","Sevier, AR","5","133","Arkansas","050","Sevier","1330","0","0",16154
"G0501350","2006","Sharp, AR","5","135","Arkansas","050","Sharp","1350","0","0",17852
"G0501370","2006","Stone, AR","5","137","Arkansas","050","Stone","1370","0","0",11935
"G0501390","2006","Union, AR","5","139","Arkansas","050","Union","1390","0","0",43502
"G0501410","2006","Van Buren, AR","5","141","Arkansas","050","Van Buren","1410","0","0",16383
"G0501430","2006","Washington, AR","5","143","Arkansas","050","Washington","1430","0","0",189820
"G0501450","2006","White, AR","5","145","Arkansas","050","White","1450","0","0",72550
"G0501470","2006","Woodruff, AR","5","147","Arkansas","050","Woodruff","1470","0","0",7836
"G0501490","2006","Yell, AR","5","149","Arkansas","050","Yell","1490","0","0",21581
"G0600010","2006","Alameda, CA","6","001","California","060","Alameda","0010","0","0",1443492
"G0600030","2006","Alpine, CA","6","003","California","060","Alpine","0030","0","0",1160
"G0600050","2006","Amador, CA","6","005","California","060","Amador","0050","0","0",38176
"G0600070","2006","Butte, CA","6","007","California","060","Butte","0070","0","0",217131
"G0600090","2006","Calaveras, CA","6","009","California","060","Calaveras","0090","0","0",46524
"G0600110","2006","Colusa, CA","6","011","California","060","Colusa","0110","0","0",20977
"G0600130","2006","Contra Costa, CA","6","013","California","060","Contra Costa","0130","0","0",1005699
"G0600150","2006","Del Norte, CA","6","015","California","060","Del Norte","0150","0","0",28577
"G0600170","2006","El Dorado, CA","6","017","California","060","El Dorado","0170","0","0",174871
"G0600190","2006","Fresno, CA","6","019","California","060","Fresno","0190","0","0",882171
"G0600210","2006","Glenn, CA","6","021","California","060","Glenn","0210","0","0",27763
"G0600230","2006","Humboldt, CA","6","023","California","060","Humboldt","0230","0","0",129077
"G0600250","2006","Imperial, CA","6","025","California","060","Imperial","0250","0","0",156999
"G0600270","2006","Inyo, CA","6","027","California","060","Inyo","0270","0","0",17534
"G0600290","2006","Kern, CA","6","029","California","060","Kern","0290","0","0",770221
"G0600310","2006","Kings, CA","6","031","California","060","Kings","0310","0","0",145723
"G0600330","2006","Lake, CA","6","033","California","060","Lake","0330","0","0",64662
"G0600350","2006","Lassen, CA","6","035","California","060","Lassen","0350","0","0",34083
"G0600370","2006","Los Angeles, CA","6","037","California","060","Los Angeles","0370","0","0",9826493
"G0600390","2006","Madera, CA","6","039","California","060","Madera","0390","0","0",143331
"G0600410","2006","Marin, CA","6","041","California","060","Marin","0410","0","0",245228
"G0600430","2006","Mariposa, CA","6","043","California","060","Mariposa","0430","0","0",17925
"G0600450","2006","Mendocino, CA","6","045","California","060","Mendocino","0450","0","0",86370
"G0600470","2006","Merced, CA","6","047","California","060","Merced","0470","0","0",241254
"G0600490","2006","Modoc, CA","6","049","California","060","Modoc","0490","0","0",9312
"G0600510","2006","Mono, CA","6","051","California","060","Mono","0510","0","0",12974
"G0600530","2006","Monterey, CA","6","053","California","060","Monterey","0530","0","0",403922
"G0600550","2006","Napa, CA","6","055","California","060","Napa","0550","0","0",130866
"G0600570","2006","Nevada, CA","6","057","California","060","Nevada","0570","0","0",96714
"G0600590","2006","Orange, CA","6","059","California","060","Orange","0590","0","0",2970485
"G0600610","2006","Placer, CA","6","061","California","060","Placer","0610","0","0",323758
"G0600630","2006","Plumas, CA","6","063","California","060","Plumas","0630","0","0",20747
"G0600650","2006","Riverside, CA","6","065","California","060","Riverside","0650","0","0",2000816
"G0600670","2006","Sacramento, CA","6","067","California","060","Sacramento","0670","0","0",1367737
"G0600690","2006","San Benito, CA","6","069","California","060","San Benito","0690","0","0",54448
"G0600710","2006","San Bernardino, CA","6","071","California","060","San Bernardino","0710","0","0",1981696
"G0600730","2006","San Diego, CA","6","073","California","060","San Diego","0730","0","0",2937023
"G0600750","2006","San Francisco, CA","6","075","California","060","San Francisco","0750","0","0",786367
"G0600770","2006","San Joaquin, CA","6","077","California","060","San Joaquin","0770","0","0",662395
"G0600790","2006","San Luis Obispo, CA","6","079","California","060","San Luis Obispo","0790","0","0",259650
"G0600810","2006","San Mateo, CA","6","081","California","060","San Mateo","0810","0","0",696825
"G0600830","2006","Santa Barbara, CA","6","083","California","060","Santa Barbara","0830","0","0",400393
"G0600850","2006","Santa Clara, CA","6","085","California","060","Santa Clara","0850","0","0",1707810
"G0600870","2006","Santa Cruz, CA","6","087","California","060","Santa Cruz","0870","0","0",249643
"G0600890","2006","Shasta, CA","6","089","California","060","Shasta","0890","0","0",178252
"G0600910","2006","Sierra, CA","6","091","California","060","Sierra","0910","0","0",3381
"G0600930","2006","Siskiyou, CA","6","093","California","060","Siskiyou","0930","0","0",44246
"G0600950","2006","Solano, CA","6","095","California","060","Solano","0950","0","0",407085
"G0600970","2006","Sonoma, CA","6","097","California","060","Sonoma","0970","0","0",460947
"G0600990","2006","Stanislaus, CA","6","099","California","060","Stanislaus","0990","0","0",505205
"G0601010","2006","Sutter, CA","6","101","California","060","Sutter","1010","0","0",89800
"G0601030","2006","Tehama, CA","6","103","California","060","Tehama","1030","0","0",60408
"G0601050","2006","Trinity, CA","6","105","California","060","Trinity","1050","0","0",13927
"G0601070","2006","Tulare, CA","6","107","California","060","Tulare","1070","0","0",412048
"G0601090","2006","Tuolumne, CA","6","109","California","060","Tuolumne","1090","0","0",56104
"G0601110","2006","Ventura, CA","6","111","California","060","Ventura","1110","0","0",791247
"G0601130","2006","Yolo, CA","6","113","California","060","Yolo","1130","0","0",189623
"G0601150","2006","Yuba, CA","6","115","California","060","Yuba","1150","0","0",70001
"G0800010","2006","Adams, CO","8","001","Colorado","080","Adams","0010","0","0",410454
"G0800030","2006","Alamosa, CO","8","003","Colorado","080","Alamosa","0030","0","0",15261
"G0800050","2006","Arapahoe, CO","8","005","Colorado","080","Arapahoe","0050","0","0",532403
"G0800070","2006","Archuleta, CO","8","007","Colorado","080","Archuleta","0070","0","0",12103
"G0800090","2006","Baca, CO","8","009","Colorado","080","Baca","0090","0","0",3911
"G0800110","2006","Bent, CO","8","011","Colorado","080","Bent","0110","0","0",6128
"G0800130","2006","Boulder, CO","8","013","Colorado","080","Boulder","0130","0","0",285050
"G0800140","2006","Broomfield, CO","8","014","Colorado","080","Broomfield","0140","0","0",51454
"G0800150","2006","Chaffee, CO","8","015","Colorado","080","Chaffee","0150","0","0",16631
"G0800170","2006","Cheyenne, CO","8","017","Colorado","080","Cheyenne","0170","0","0",1834
"G0800190","2006","Clear Creek, CO","8","019","Colorado","080","Clear Creek","0190","0","0",8895
"G0800210","2006","Conejos, CO","8","021","Colorado","080","Conejos","0210","0","0",8116
"G0800230","2006","Costilla, CO","8","023","Colorado","080","Costilla","0230","0","0",3341
"G0800250","2006","Crowley, CO","8","025","Colorado","080","Crowley","0250","0","0",6223
"G0800270","2006","Custer, CO","8","027","Colorado","080","Custer","0270","0","0",3879
"G0800290","2006","Delta, CO","8","029","Colorado","080","Delta","0290","0","0",29812
"G0800310","2006","Denver, CO","8","031","Colorado","080","Denver","0310","0","0",572121
"G0800330","2006","Dolores, CO","8","033","Colorado","080","Dolores","0330","0","0",1890
"G0800350","2006","Douglas, CO","8","035","Colorado","080","Douglas","0350","0","0",259206
"G0800370","2006","Eagle, CO","8","037","Colorado","080","Eagle","0370","0","0",49400
"G0800390","2006","Elbert, CO","8","039","Colorado","080","Elbert","0390","0","0",22648
"G0800410","2006","El Paso, CO","8","041","Colorado","080","El Paso","0410","0","0",579930
"G0800430","2006","Fremont, CO","8","043","Colorado","080","Fremont","0430","0","0",47163
"G0800450","2006","Garfield, CO","8","045","Colorado","080","Garfield","0450","0","0",51324
"G0800470","2006","Gilpin, CO","8","047","Colorado","080","Gilpin","0470","0","0",5047
"G0800490","2006","Grand, CO","8","049","Colorado","080","Grand","0490","0","0",13371
"G0800510","2006","Gunnison, CO","8","051","Colorado","080","Gunnison","0510","0","0",14672
"G0800530","2006","Hinsdale, CO","8","053","Colorado","080","Hinsdale","0530","0","0",826
"G0800550","2006","Huerfano, CO","8","055","Colorado","080","Huerfano","0550","0","0",7822
"G0800570","2006","Jackson, CO","8","057","Colorado","080","Jackson","0570","0","0",1397
"G0800590","2006","Jefferson, CO","8","059","Colorado","080","Jefferson","0590","0","0",524240
"G0800610","2006","Kiowa, CO","8","061","Colorado","080","Kiowa","0610","0","0",1369
"G0800630","2006","Kit Carson, CO","8","063","Colorado","080","Kit Carson","0630","0","0",7955
"G0800650","2006","Lake, CO","8","065","Colorado","080","Lake","0650","0","0",7634
"G0800670","2006","La Plata, CO","8","067","Colorado","080","La Plata","0670","0","0",48781
"G0800690","2006","Larimer, CO","8","069","Colorado","080","Larimer","0690","0","0",280944
"G0800710","2006","Las Animas, CO","8","071","Colorado","080","Las Animas","0710","0","0",15796
"G0800730","2006","Lincoln, CO","8","073","Colorado","080","Lincoln","0730","0","0",5362
"G0800750","2006","Logan, CO","8","075","Colorado","080","Logan","0750","0","0",20927
"G0800770","2006","Mesa, CO","8","077","Colorado","080","Mesa","0770","0","0",133868
"G0800790","2006","Mineral, CO","8","079","Colorado","080","Mineral","0790","0","0",929
"G0800810","2006","Moffat, CO","8","081","Colorado","080","Moffat","0810","0","0",13317
"G0800830","2006","Montezuma, CO","8","083","Colorado","080","Montezuma","0830","0","0",24928
"G0800850","2006","Montrose, CO","8","085","Colorado","080","Montrose","0850","0","0",38051
"G0800870","2006","Morgan, CO","8","087","Colorado","080","Morgan","0870","0","0",27778
"G0800890","2006","Otero, CO","8","089","Colorado","080","Otero","0890","0","0",18997
"G0800910","2006","Ouray, CO","8","091","Colorado","080","Ouray","0910","0","0",4212
"G0800930","2006","Park, CO","8","093","Colorado","080","Park","0930","0","0",16645
"G0800950","2006","Phillips, CO","8","095","Colorado","080","Phillips","0950","0","0",4492
"G0800970","2006","Pitkin, CO","8","097","Colorado","080","Pitkin","0970","0","0",14892
"G0800990","2006","Prowers, CO","8","099","Colorado","080","Prowers","0990","0","0",13372
"G0801010","2006","Pueblo, CO","8","101","Colorado","080","Pueblo","1010","0","0",151698
"G0801030","2006","Rio Blanco, CO","8","103","Colorado","080","Rio Blanco","1030","0","0",6040
"G0801050","2006","Rio Grande, CO","8","105","Colorado","080","Rio Grande","1050","0","0",11806
"G0801070","2006","Routt, CO","8","107","Colorado","080","Routt","1070","0","0",21682
"G0801090","2006","Saguache, CO","8","109","Colorado","080","Saguache","1090","0","0",6844
"G0801110","2006","San Juan, CO","8","111","Colorado","080","San Juan","1110","0","0",573
"G0801130","2006","San Miguel, CO","8","113","Colorado","080","San Miguel","1130","0","0",7223
"G0801150","2006","Sedgwick, CO","8","115","Colorado","080","Sedgwick","1150","0","0",2418
"G0801170","2006","Summit, CO","8","117","Colorado","080","Summit","1170","0","0",25852
"G0801190","2006","Teller, CO","8","119","Colorado","080","Teller","1190","0","0",21507
"G0801210","2006","Washington, CO","8","121","Colorado","080","Washington","1210","0","0",4681
"G0801230","2006","Weld, CO","8","123","Colorado","080","Weld","1230","0","0",234710
"G0801250","2006","Yuma, CO","8","125","Colorado","080","Yuma","1250","0","0",9639
"G0900010","2006","Fairfield, CT","9","001","Connecticut","090","Fairfield","0010","0","0",890512
"G0900030","2006","Hartford, CT","9","003","Connecticut","090","Hartford","0030","0","0",872945
"G0900050","2006","Litchfield, CT","9","005","Connecticut","090","Litchfield","0050","0","0",188081
"G0900070","2006","Middlesex, CT","9","007","Connecticut","090","Middlesex","0070","0","0",163128
"G0900090","2006","New Haven, CT","9","009","Connecticut","090","New Haven","0090","0","0",841881
"G0900110","2006","New London, CT","9","011","Connecticut","090","New London","0110","0","0",267877
